round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,919,21,38,0
1,920,20,38,0
2,919,20,38,0
3,919,20,38,0
4,919,20,38,0
5,919,21,38,0
6,920,20,38,0
7,917,20,38,0
8,919,21,38,0
9,920,20,39,0
10,919,21,38,0
11,920,21,38,0
12,919,20,39,0
13,919,22,39,0
14,920,21,38,0
15,919,20,39,0
16,919,20,39,0
17,920,21,39,0
18,919,20,39,0
19,919,20,38,0
20,919,20,39,0
21,917,21,39,0
22,920,21,39,0
23,919,21,39,0
24,920,20,39,0
25,919,21,38,0
26,917,20,39,0
27,919,20,39,0
28,920,20,38,0
29,917,21,39,0
30,919,21,39,0
31,919,20,39,0
32,920,21,38,0
33,919,20,39,0
34,917,20,39,0
35,919,21,38,0
36,920,20,39,0
37,917,20,38,0
38,919,21,39,0
39,917,22,38,0
40,920,21,39,0
41,919,20,38,0
42,920,21,39,0
43,919,20,38,0
44,919,22,39,0
45,920,20,38,0
46,919,22,39,0
47,919,19,39,0
48,919,22,38,0
49,920,20,39,0
50,917,21,38,0
51,917,21,38,0
52,917,21,38,0
53,917,21,38,0
54,917,20,38,0
55,917,21,38,0
56,917,21,38,0
57,917,21,38,0
58,919,21,38,0
59,919,20,38,0
60,919,20,38,0
61,919,20,38,0
62,919,20,38,0
63,919,20,38,0
64,919,20,38,0
65,919,20,38,0
66,919,20,38,0
67,919,20,38,0
68,919,20,38,0
69,919,20,38,0
70,919,20,38,0
71,919,20,38,0
72,919,20,38,0
73,919,20,38,0
74,919,20,38,0
75,919,20,38,0
76,919,20,38,0
77,919,20,38,0
78,919,20,38,0
79,919,20,38,0
80,919,20,38,0
81,919,21,38,0
82,920,20,38,0
83,920,20,38,0
84,919,20,38,0
85,919,20,38,0
86,920,20,38,0
87,919,20,38,0
88,920,20,38,0
89,919,20,38,0
90,919,20,38,0
91,919,20,38,0
92,919,20,38,0
93,919,20,38,0
94,919,20,38,0
95,919,20,38,0
96,919,20,38,0
97,919,20,38,0
98,919,20,38,0
99,919,21,38,0
