round,node,idle_ticks,busy_ticks
0,0,1200,54
0,1,1220,34
0,2,1145,109
0,3,1191,63
0,4,1206,48
0,5,1200,54
0,6,1193,61
0,7,1197,57
0,8,1216,38
0,9,1161,93
0,10,1185,69
0,11,1156,98
0,12,1178,76
0,13,1202,52
0,14,1172,82
0,15,613,641
0,16,52,1202
0,17,549,705
0,18,606,648
0,19,861,393
0,20,527,727
0,21,782,472
0,22,479,775
0,23,955,299
0,24,407,847
0,25,820,434
0,26,847,407
0,27,825,429
0,28,613,641
0,29,11,1243
1,0,1204,50
1,1,1219,35
1,2,1177,77
1,3,1190,64
1,4,1205,49
1,5,1200,54
1,6,1182,72
1,7,1175,79
1,8,1216,38
1,9,1160,94
1,10,1217,37
1,11,1156,98
1,12,1177,77
1,13,1201,53
1,14,1139,115
1,15,612,642
1,16,51,1203
1,17,549,705
1,18,607,647
1,19,861,393
1,20,527,727
1,21,782,472
1,22,479,775
1,23,955,299
1,24,407,847
1,25,820,434
1,26,847,407
1,27,825,429
1,28,613,641
1,29,10,1244
2,0,1204,50
2,1,1220,34
2,2,1148,106
2,3,1191,63
2,4,1206,48
2,5,1201,53
2,6,1195,59
2,7,1196,58
2,8,1216,38
2,9,1160,94
2,10,1191,63
2,11,1156,98
2,12,1145,109
2,13,1202,52
2,14,1139,115
2,15,613,641
2,16,52,1202
2,17,549,705
2,18,607,647
2,19,861,393
2,20,527,727
2,21,782,472
2,22,479,775
2,23,955,299
2,24,407,847
2,25,820,434
2,26,847,407
2,27,825,429
2,28,613,641
2,29,10,1244
3,0,1202,54
3,1,1222,34
3,2,1161,95
3,3,1191,65
3,4,1205,51
3,5,1202,54
3,6,1190,66
3,7,1196,60
3,8,1216,40
3,9,1163,93
3,10,1190,66
3,11,1126,130
3,12,1179,77
3,13,1202,54
3,14,1141,115
3,15,614,642
3,16,52,1204
3,17,551,705
3,18,608,648
3,19,861,395
3,20,529,727
3,21,784,472
3,22,479,777
3,23,955,301
3,24,409,847
3,25,820,436
3,26,849,407
3,27,827,429
3,28,615,641
3,29,13,1243
4,0,1204,50
4,1,1219,35
4,2,1145,109
4,3,1190,64
4,4,1205,49
4,5,1200,54
4,6,1182,72
4,7,1177,77
4,8,1216,38
4,9,1159,95
4,10,1191,63
4,11,1136,118
4,12,1177,77
4,13,1201,53
4,14,1142,112
4,15,613,641
4,16,50,1204
4,17,549,705
4,18,607,647
4,19,861,393
4,20,527,727
4,21,782,472
4,22,479,775
4,23,955,299
4,24,407,847
4,25,820,434
4,26,847,407
4,27,825,429
4,28,613,641
4,29,10,1244
5,0,1202,54
5,1,1221,35
5,2,1150,106
5,3,1193,63
5,4,1207,49
5,5,1176,80
5,6,1196,60
5,7,1177,79
5,8,1218,38
5,9,1163,93
5,10,1190,66
5,11,1126,130
5,12,1154,102
5,13,1203,53
5,14,1141,115
5,15,614,642
5,16,54,1202
5,17,550,706
5,18,608,648
5,19,861,395
5,20,528,728
5,21,784,472
5,22,481,775
5,23,957,299
5,24,409,847
5,25,822,434
5,26,849,407
5,27,826,430
5,28,615,641
5,29,12,1244
6,0,1206,49
6,1,1221,34
6,2,1159,96
6,3,1167,88
6,4,1207,48
6,5,1201,54
6,6,1214,41
6,7,1185,70
6,8,1215,40
6,9,1161,94
6,10,1186,69
6,11,1128,127
6,12,1178,77
6,13,1170,85
6,14,1159,96
6,15,614,641
6,16,52,1203
6,17,549,706
6,18,607,648
6,19,861,394
6,20,527,728
6,21,783,472
6,22,479,776
6,23,954,301
6,24,407,848
6,25,819,436
6,26,848,407
6,27,825,430
6,28,614,641
6,29,11,1244
7,0,1213,41
7,1,1218,36
7,2,1148,106
7,3,1160,94
7,4,1203,51
7,5,1200,54
7,6,1185,69
7,7,1177,77
7,8,1216,38
7,9,1158,96
7,10,1217,37
7,11,1154,100
7,12,1145,109
7,13,1200,54
7,14,1152,102
7,15,612,642
7,16,52,1202
7,17,549,705
7,18,607,647
7,19,861,393
7,20,527,727
7,21,782,472
7,22,479,775
7,23,955,299
7,24,407,847
7,25,820,434
7,26,847,407
7,27,825,429
7,28,613,641
7,29,11,1243
8,0,1204,50
8,1,1219,35
8,2,1154,100
8,3,1167,87
8,4,1206,48
8,5,1200,54
8,6,1182,72
8,7,1164,90
8,8,1216,38
8,9,1160,94
8,10,1188,66
8,11,1156,98
8,12,1176,78
8,13,1175,79
8,14,1142,112
8,15,613,641
8,16,52,1202
8,17,549,705
8,18,607,647
8,19,861,393
8,20,526,728
8,21,782,472
8,22,479,775
8,23,955,299
8,24,406,848
8,25,820,434
8,26,847,407
8,27,825,429
8,28,613,641
8,29,10,1244
9,0,1200,54
9,1,1219,35
9,2,1145,109
9,3,1166,88
9,4,1205,49
9,5,1177,77
9,6,1194,60
9,7,1181,73
9,8,1215,39
9,9,1159,95
9,10,1188,66
9,11,1143,111
9,12,1160,94
9,13,1199,55
9,14,1139,115
9,15,613,641
9,16,51,1203
9,17,548,706
9,18,606,648
9,19,861,393
9,20,527,727
9,21,782,472
9,22,477,777
9,23,955,299
9,24,406,848
9,25,820,434
9,26,847,407
9,27,824,430
9,28,613,641
9,29,11,1243
10,0,1206,49
10,1,1221,34
10,2,1161,94
10,3,1176,79
10,4,1206,49
10,5,1201,54
10,6,1198,57
10,7,1178,77
10,8,1188,67
10,9,1161,94
10,10,1186,69
10,11,1128,127
10,12,1178,77
10,13,1170,85
10,14,1169,86
10,15,613,642
10,16,52,1203
10,17,549,706
10,18,607,648
10,19,861,394
10,20,527,728
10,21,783,472
10,22,479,776
10,23,954,301
10,24,408,847
10,25,821,434
10,26,848,407
10,27,825,430
10,28,614,641
10,29,11,1244
