round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1254,20,38,0
1,1254,21,38,0
2,1254,20,38,0
3,1256,20,40,0
4,1254,20,38,0
5,1256,21,38,0
6,1255,21,40,0
7,1254,20,38,0
8,1254,20,38,0
9,1254,21,38,0
10,1255,20,40,0
11,1253,20,38,0
12,1256,21,37,0
13,1254,21,38,0
14,1254,20,40,0
15,1254,20,38,0
16,1253,20,40,0
17,1255,21,38,0
18,1253,20,38,0
19,1256,21,40,0
20,1256,21,38,0
21,1255,21,38,0
22,1254,20,37,0
23,1254,21,40,0
24,1255,21,38,0
25,1255,20,38,0
26,1256,12,37,0
27,1254,21,38,0
28,1255,20,37,0
29,1254,20,40,0
30,1254,21,38,0
31,1256,20,38,0
32,1256,13,37,0
33,1255,20,38,0
34,1255,21,38,0
35,1255,21,40,0
36,1254,20,38,0
37,1254,21,38,0
38,1254,21,40,0
39,1256,20,38,0
40,1256,20,38,0
41,1254,21,40,0
42,1255,21,38,0
43,1255,20,38,0
44,1254,20,38,0
45,1255,21,38,0
46,1254,20,38,0
47,1256,21,40,0
48,1253,20,38,0
49,1256,20,38,0
50,1256,20,38,0
51,1256,20,38,0
52,1256,21,38,0
53,1254,20,38,0
54,1256,20,39,0
55,1256,20,38,0
56,1253,20,37,0
57,1254,20,37,0
58,1253,20,39,0
59,1254,20,39,0
60,1254,20,39,0
61,1253,20,38,0
62,1253,20,40,0
63,1253,20,39,0
64,1256,20,40,0
65,1256,20,40,0
66,1253,20,40,0
67,1253,20,40,0
68,1253,21,39,0
69,1253,20,39,0
70,1254,20,40,0
71,1254,20,39,0
72,1254,21,39,0
73,1254,20,39,0
74,1254,20,39,0
75,1256,20,40,0
76,1256,20,40,0
77,1254,20,39,0
78,1254,20,40,0
79,1253,20,40,0
80,1254,20,39,0
81,1254,20,39,0
82,1254,20,40,0
83,1256,20,40,0
84,1254,20,39,0
85,1254,20,38,0
86,1254,21,38,0
87,1254,20,38,0
88,1256,20,40,0
89,1256,20,39,0
90,1256,20,40,0
91,1256,20,40,0
92,1253,20,39,0
93,1254,20,40,0
94,1254,20,40,0
95,1254,20,39,0
96,1254,20,38,0
97,1256,20,40,0
98,1253,20,40,0
99,1254,20,40,0
