round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,918,20,37,0
1,919,20,37,0
2,919,19,36,0
3,918,19,37,0
4,919,20,37,0
5,919,19,38,0
6,917,20,37,0
7,919,20,36,0
8,919,21,38,0
9,918,19,37,0
10,919,20,36,0
11,917,19,38,0
12,919,20,36,0
13,919,21,38,0
14,918,20,37,0
15,917,20,37,0
16,919,19,37,0
17,919,21,38,0
18,918,20,38,0
19,917,20,35,0
20,918,20,37,0
21,920,19,37,0
22,919,20,38,0
23,917,20,37,0
24,919,19,37,0
25,919,19,37,0
26,920,19,38,0
27,919,19,38,0
28,920,20,37,0
29,919,20,37,0
30,919,19,38,0
31,919,20,38,0
32,920,20,37,0
33,920,20,36,0
34,919,19,38,0
35,918,19,38,0
36,920,19,38,0
37,917,20,38,0
38,917,20,38,0
39,920,19,38,0
40,920,21,35,0
41,918,20,37,0
42,920,20,38,0
43,919,19,37,0
44,919,20,38,0
45,918,19,38,0
46,919,21,37,0
47,920,19,38,0
48,920,19,38,0
49,919,19,36,0
50,920,20,37,0
51,920,19,35,0
52,920,19,35,0
53,917,19,35,0
54,920,20,35,0
55,917,19,35,0
56,920,19,35,0
57,917,20,35,0
58,919,19,37,0
59,917,19,35,0
60,919,20,37,0
61,917,20,37,0
62,917,19,35,0
63,917,19,35,0
64,917,19,35,0
65,917,19,35,0
66,919,20,37,0
67,917,19,37,0
68,919,20,37,0
69,917,19,37,0
70,919,20,37,0
71,919,19,37,0
72,919,19,37,0
73,917,19,37,0
74,917,20,35,0
75,919,21,37,0
76,919,20,37,0
77,917,19,35,0
78,917,19,35,0
79,919,20,37,0
80,917,19,35,0
81,919,19,37,0
82,917,19,38,0
83,917,20,35,0
84,917,19,35,0
85,917,19,35,0
86,917,19,35,0
87,917,19,35,0
88,919,20,37,0
89,917,19,36,0
90,919,19,37,0
91,920,19,35,0
92,919,19,37,0
93,920,19,35,0
94,919,19,35,0
95,917,20,37,0
96,917,19,35,0
97,917,19,35,0
98,917,20,36,0
99,917,19,35,0
