round,node,idle_ticks,busy_ticks
0,0,9226,262
0,1,9280,208
0,2,8536,952
0,3,5913,3575
0,4,4801,4687
0,5,1,9487
1,0,9226,262
1,1,9280,208
1,2,8536,952
1,3,5913,3575
1,4,4801,4687
1,5,1,9487
2,0,9225,262
2,1,9279,208
2,2,8535,952
2,3,5913,3574
2,4,4801,4686
2,5,0,9487
3,0,9226,262
3,1,9280,208
3,2,8536,952
3,3,5913,3575
3,4,4801,4687
3,5,1,9487
4,0,9226,262
4,1,9280,208
4,2,8536,952
4,3,5913,3575
4,4,4801,4687
4,5,1,9487
5,0,9226,262
5,1,9280,208
5,2,8536,952
5,3,5913,3575
5,4,4801,4687
5,5,1,9487
6,0,9226,262
6,1,9280,208
6,2,8536,952
6,3,5913,3575
6,4,4801,4687
6,5,1,9487
7,0,9225,262
7,1,9279,208
7,2,8535,952
7,3,5913,3574
7,4,4801,4686
7,5,0,9487
8,0,9226,262
8,1,9280,208
8,2,8536,952
8,3,5913,3575
8,4,4801,4687
8,5,1,9487
9,0,9226,262
9,1,9280,208
9,2,8536,952
9,3,5913,3575
9,4,4801,4687
9,5,1,9487
10,0,9226,262
10,1,9280,208
10,2,8536,952
10,3,5913,3575
10,4,4801,4687
10,5,1,9487
11,0,9226,262
11,1,9280,208
11,2,8536,952
11,3,5913,3575
11,4,4801,4687
11,5,1,9487
12,0,9226,262
12,1,9280,208
12,2,8536,952
12,3,5913,3575
12,4,4801,4687
12,5,1,9487
13,0,9226,262
13,1,9280,208
13,2,8536,952
13,3,5913,3575
13,4,4801,4687
13,5,1,9487
14,0,9225,262
14,1,9279,208
14,2,8535,952
14,3,5913,3574
14,4,4801,4686
14,5,0,9487
15,0,9225,262
15,1,9279,208
15,2,8535,952
15,3,5913,3574
15,4,4801,4686
15,5,0,9487
16,0,9226,262
16,1,9280,208
16,2,8536,952
16,3,5913,3575
16,4,4801,4687
16,5,1,9487
17,0,9226,262
17,1,9280,208
17,2,8536,952
17,3,5913,3575
17,4,4801,4687
17,5,1,9487
18,0,9226,262
18,1,9280,208
18,2,8536,952
18,3,5913,3575
18,4,4801,4687
18,5,1,9487
19,0,9226,262
19,1,9280,208
19,2,8536,952
19,3,5913,3575
19,4,4801,4687
19,5,1,9487
