round,node,ul_bytes,dl_bytes,energy_mj
0,0,740472,740472,163499.996368
0,1,740472,740472,163499.996368
0,2,493648,493648,163499.997579
0,3,740472,740472,163499.996368
0,4,740472,740472,163499.996368
0,5,493648,493648,163499.997579
1,0,740472,740472,163499.996368
1,1,740472,740472,163499.996368
1,2,493648,493648,163499.997579
1,3,740472,740472,163499.996368
1,4,740472,740472,163499.996368
1,5,493648,493648,163499.997579
2,0,740472,740472,163499.996368
2,1,740472,740472,163499.996368
2,2,493648,493648,163499.997579
2,3,740472,740472,163499.996368
2,4,740472,740472,163499.996368
2,5,493648,493648,163499.997579
3,0,740472,740472,163499.996368
3,1,740472,740472,163499.996368
3,2,493648,493648,163499.997579
3,3,740472,740472,163499.996368
3,4,740472,740472,163499.996368
3,5,493648,493648,163499.997579
4,0,740472,740472,163499.996368
4,1,740472,740472,163499.996368
4,2,493648,493648,163499.997579
4,3,740472,740472,163499.996368
4,4,740472,740472,163499.996368
4,5,493648,493648,163499.997579
5,0,740472,740472,163499.996368
5,1,740472,740472,163499.996368
5,2,493648,493648,163499.997579
5,3,740472,740472,163499.996368
5,4,740472,740472,163499.996368
5,5,493648,493648,163499.997579
6,0,740472,740472,163499.999578
6,1,740472,740472,163499.999578
6,2,493648,493648,163499.999719
6,3,493648,493648,163499.999719
6,4,493648,493648,163499.999719
6,5,493648,493648,163499.999719
7,0,740472,740472,163499.996368
7,1,740472,740472,163499.996368
7,2,493648,493648,163499.997579
7,3,740472,740472,163499.996368
7,4,740472,740472,163499.996368
7,5,493648,493648,163499.997579
8,0,740472,740472,163499.996368
8,1,740472,740472,163499.996368
8,2,493648,493648,163499.997579
8,3,740472,740472,163499.996368
8,4,740472,740472,163499.996368
8,5,493648,493648,163499.997579
9,0,740472,740472,163499.996368
9,1,740472,740472,163499.996368
9,2,493648,493648,163499.997579
9,3,740472,740472,163499.996368
9,4,740472,740472,163499.996368
9,5,493648,493648,163499.997579
10,0,740472,740472,163499.996368
10,1,740472,740472,163499.996368
10,2,493648,493648,163499.997579
10,3,740472,740472,163499.996368
10,4,740472,740472,163499.996368
10,5,493648,493648,163499.997579
11,0,740472,740472,163499.996368
11,1,740472,740472,163499.996368
11,2,493648,493648,163499.997579
11,3,740472,740472,163499.996368
11,4,740472,740472,163499.996368
11,5,493648,493648,163499.997579
12,0,740472,740472,163499.999156
12,1,740472,740472,163499.999156
12,2,493648,493648,163499.999437
12,3,740472,740472,163499.999156
12,4,740472,740472,163499.999156
12,5,493648,493648,163499.999437
13,0,740472,740472,163499.996368
13,1,740472,740472,163499.996368
13,2,493648,493648,163499.997579
13,3,740472,740472,163499.996368
13,4,740472,740472,163499.996368
13,5,493648,493648,163499.997579
14,0,740472,740472,163499.996368
14,1,740472,740472,163499.996368
14,2,493648,493648,163499.997579
14,3,740472,740472,163499.996368
14,4,740472,740472,163499.996368
14,5,493648,493648,163499.997579
15,0,740472,740472,163499.996368
15,1,740472,740472,163499.996368
15,2,493648,493648,163499.997579
15,3,740472,740472,163499.996368
15,4,740472,740472,163499.996368
15,5,493648,493648,163499.997579
16,0,740472,740472,163499.996368
16,1,740472,740472,163499.996368
16,2,493648,493648,163499.997579
16,3,740472,740472,163499.996368
16,4,740472,740472,163499.996368
16,5,493648,493648,163499.997579
17,0,740472,740472,163499.996368
17,1,740472,740472,163499.996368
17,2,493648,493648,163499.997579
17,3,740472,740472,163499.996368
17,4,740472,740472,163499.996368
17,5,493648,493648,163499.997579
18,0,740472,740472,163499.998734
18,1,740472,740472,163499.998734
18,2,493648,493648,163499.999156
18,3,740472,740472,163499.998734
18,4,740472,740472,163499.998734
18,5,493648,493648,163499.999156
19,0,740472,740472,163499.996368
19,1,740472,740472,163499.996368
19,2,493648,493648,163499.997579
19,3,740472,740472,163499.996368
19,4,740472,740472,163499.996368
19,5,493648,493648,163499.997579
