round,scope,value
0,global,0.486786804
0,inter_cluster,0.488578985
0,consensus,0.333866486
1,global,0.745271486
1,inter_cluster,0.758061431
1,consensus,0.515944679
2,global,0.877876113
2,inter_cluster,0.903440315
2,consensus,0.609715791
3,global,0.973067555
3,inter_cluster,1.011179211
3,consensus,0.675887194
4,global,1.094973172
4,inter_cluster,1.141209399
4,consensus,0.760637902
5,global,1.262541502
5,inter_cluster,1.321103507
5,consensus,0.878619490
6,global,1.402052122
6,inter_cluster,1.474250530
6,consensus,0.977631926
7,global,1.518206254
7,inter_cluster,1.603223728
7,consensus,1.059501966
8,global,1.568155442
8,inter_cluster,1.661494345
8,consensus,1.097512499
9,global,1.624230877
9,inter_cluster,1.721337930
9,consensus,1.135954641
10,global,1.654808338
10,inter_cluster,1.759291058
10,consensus,1.159816249
11,global,1.701022600
11,inter_cluster,1.814036285
11,consensus,1.190424215
12,global,1.700455347
12,inter_cluster,1.824884040
12,consensus,1.195576523
13,global,1.704398674
13,inter_cluster,1.834371598
13,consensus,1.201188785
14,global,1.768095574
14,inter_cluster,1.908162637
14,consensus,1.246492489
15,global,1.759020975
15,inter_cluster,1.902858036
15,consensus,1.241949226
16,global,1.764200448
16,inter_cluster,1.909149252
16,consensus,1.247945690
17,global,1.773689985
17,inter_cluster,1.928163704
17,consensus,1.257573328
18,global,1.775825321
18,inter_cluster,1.936496614
18,consensus,1.260442395
19,global,1.848220544
19,inter_cluster,2.007783530
19,consensus,1.306496253
20,global,1.849778811
20,inter_cluster,2.008967143
20,consensus,1.308997753
21,global,1.906810328
21,inter_cluster,2.070448594
21,consensus,1.348628174
22,global,1.889041963
22,inter_cluster,2.066807239
22,consensus,1.341195909
23,global,1.880374923
23,inter_cluster,2.062154391
23,consensus,1.339156515
24,global,1.884707218
24,inter_cluster,2.071043595
24,consensus,1.344808103
25,global,1.884711040
25,inter_cluster,2.073972800
25,consensus,1.346391716
26,global,1.931809467
26,inter_cluster,2.128972850
26,consensus,1.373392390
27,global,1.944005509
27,inter_cluster,2.140962913
27,consensus,1.383768261
28,global,1.999776670
28,inter_cluster,2.186274084
28,consensus,1.417279942
29,global,2.001445252
29,inter_cluster,2.192020063
29,consensus,1.423703258
30,global,1.937412868
30,inter_cluster,2.139390731
30,consensus,1.384347089
31,global,1.943553650
31,inter_cluster,2.150180977
31,consensus,1.389519484
32,global,1.965245011
32,inter_cluster,2.174125578
32,consensus,1.406355690
33,global,1.970260527
33,inter_cluster,2.181406950
33,consensus,1.407693898
34,global,1.939259626
34,inter_cluster,2.157504903
34,consensus,1.391594428
35,global,1.933096627
35,inter_cluster,2.156830034
35,consensus,1.390684589
36,global,1.910271784
36,inter_cluster,2.140324471
36,consensus,1.376789740
37,global,1.910260022
37,inter_cluster,2.146542760
37,consensus,1.377822329
38,global,1.910135898
38,inter_cluster,2.146602565
38,consensus,1.378589971
39,global,1.932115849
39,inter_cluster,2.165496325
39,consensus,1.392864169
40,global,1.942593069
40,inter_cluster,2.173512324
40,consensus,1.401726481
41,global,1.918863120
41,inter_cluster,2.157499310
41,consensus,1.388307427
42,global,1.925512778
42,inter_cluster,2.162383425
42,consensus,1.389978232
43,global,1.924955746
43,inter_cluster,2.164666904
43,consensus,1.392568541
44,global,1.900591904
44,inter_cluster,2.149906259
44,consensus,1.378769435
45,global,1.894045667
45,inter_cluster,2.145408407
45,consensus,1.376040219
46,global,1.919378012
46,inter_cluster,2.165481229
46,consensus,1.391620067
47,global,1.940799588
47,inter_cluster,2.183259264
47,consensus,1.404183687
48,global,1.947276433
48,inter_cluster,2.193543022
48,consensus,1.407146774
49,global,1.888293090
49,inter_cluster,2.141620432
49,consensus,1.374280276
50,global,1.911504621
50,inter_cluster,2.166938645
50,consensus,1.388646670
51,global,1.886567807
51,inter_cluster,2.145190977
51,consensus,1.374261267
52,global,1.888606129
52,inter_cluster,2.149096774
52,consensus,1.376996952
53,global,1.871216602
53,inter_cluster,2.132644987
53,consensus,1.365760205
54,global,1.886648283
54,inter_cluster,2.145355073
54,consensus,1.373298601
55,global,1.868313279
55,inter_cluster,2.129102409
55,consensus,1.362783172
56,global,1.848491819
56,inter_cluster,2.111152514
56,consensus,1.352978729
57,global,1.862598995
57,inter_cluster,2.123552059
57,consensus,1.362925520
58,global,1.862777899
58,inter_cluster,2.121582281
58,consensus,1.360422670
59,global,1.857635521
59,inter_cluster,2.118314584
59,consensus,1.358151599
60,global,1.875663349
60,inter_cluster,2.137425244
60,consensus,1.368220155
