round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,911,21,44,0
1,911,21,44,0
2,911,21,44,0
3,911,21,44,0
4,911,21,44,0
5,911,21,44,0
6,911,21,44,0
7,911,21,44,0
8,911,21,44,0
9,911,21,44,0
10,911,21,44,0
11,911,21,44,0
12,911,21,44,0
13,911,21,44,0
14,911,21,44,0
15,911,21,44,0
16,911,21,44,0
17,911,21,44,0
18,911,21,44,0
19,911,21,44,0
20,911,21,44,0
21,911,21,44,0
22,911,21,44,0
23,911,21,44,0
24,911,21,44,0
25,911,21,44,0
26,911,21,44,0
27,911,21,44,0
28,911,21,44,0
29,911,21,44,0
30,911,21,44,0
31,911,21,44,0
32,911,21,44,0
33,911,21,44,0
34,911,21,44,0
35,911,21,44,0
36,911,21,44,0
37,911,21,44,0
38,911,21,44,0
39,911,21,44,0
40,911,21,44,0
41,911,21,44,0
42,911,21,44,0
43,911,21,44,0
44,911,21,44,0
45,911,21,44,0
46,911,21,44,0
47,911,21,44,0
48,911,21,44,0
49,911,21,44,0
50,911,21,44,0
51,911,21,44,0
52,911,21,44,0
53,911,21,44,0
54,911,21,44,0
55,911,21,44,0
56,911,21,44,0
57,911,21,44,0
58,911,21,44,0
59,911,21,44,0
60,911,21,44,0
61,911,21,44,0
62,911,21,44,0
63,911,21,44,0
64,911,21,44,0
65,911,21,44,0
66,911,21,44,0
67,911,21,44,0
68,911,21,44,0
69,911,21,44,0
70,911,21,44,0
71,911,21,44,0
72,911,21,44,0
73,911,21,44,0
74,911,21,44,0
75,911,21,44,0
76,911,21,44,0
77,911,21,44,0
78,911,21,44,0
79,911,21,44,0
80,911,21,44,0
81,911,21,44,0
82,911,21,44,0
83,911,21,44,0
84,911,21,44,0
85,911,21,44,0
86,911,21,44,0
87,911,21,44,0
88,911,21,44,0
89,911,21,44,0
90,911,21,44,0
91,911,21,44,0
92,911,21,44,0
93,911,21,44,0
94,911,21,44,0
95,911,21,44,0
96,911,21,44,0
97,911,21,44,0
98,911,21,44,0
99,911,21,44,0
