round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,923,22,41,0
1,923,23,41,0
2,923,21,41,0
3,923,24,41,0
4,923,23,41,0
5,923,22,41,0
6,923,22,40,0
7,923,22,41,0
8,923,24,41,0
9,918,23,40,0
10,923,23,41,0
11,923,22,41,0
12,918,23,40,0
13,923,22,41,0
14,918,22,40,0
15,923,22,41,0
16,923,22,41,0
17,923,24,41,0
18,923,22,40,0
19,923,22,40,0
20,923,24,41,0
21,923,21,41,0
22,923,25,41,0
23,923,24,41,0
24,923,22,41,0
25,923,22,41,0
26,923,22,41,0
27,923,25,41,0
28,923,22,40,0
29,923,22,41,0
30,923,22,41,0
31,923,23,41,0
32,923,25,41,0
33,918,22,40,0
34,923,22,41,0
35,918,22,40,0
36,923,22,40,0
37,923,22,41,0
38,923,22,41,0
39,923,24,41,0
40,918,22,40,0
41,923,22,40,0
42,923,22,41,0
43,923,23,41,0
44,918,22,40,0
45,923,24,41,0
46,923,22,41,0
47,923,22,41,0
48,923,22,41,0
49,923,23,41,0
50,923,22,41,0
51,923,22,40,0
52,923,22,41,0
53,923,22,41,0
54,923,22,41,0
55,923,22,41,0
56,923,22,40,0
57,918,22,40,0
58,923,22,41,0
59,923,23,41,0
60,923,22,41,0
61,923,22,40,0
62,923,23,41,0
63,923,22,41,0
64,923,22,40,0
65,923,22,41,0
66,923,22,41,0
67,923,23,41,0
68,923,22,41,0
69,918,22,40,0
70,923,23,41,0
71,923,22,41,0
72,923,22,41,0
73,923,23,41,0
74,923,22,40,0
75,923,23,41,0
76,923,22,41,0
77,923,22,41,0
78,923,22,41,0
79,923,22,40,0
80,918,22,40,0
81,923,23,41,0
82,918,22,40,0
83,923,22,41,0
84,923,22,41,0
85,923,22,40,0
86,923,21,40,0
87,923,22,40,0
88,923,22,41,0
89,918,23,40,0
90,923,22,40,0
91,923,22,40,0
92,923,21,40,0
93,923,22,41,0
94,923,22,41,0
95,923,24,40,0
96,923,21,41,0
97,923,22,40,0
98,923,22,41,0
99,923,23,41,0
