round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1254,21,38,0
1,1256,21,40,0
2,1254,21,40,0
3,1254,21,40,0
4,1256,21,38,0
5,1254,21,39,0
6,1254,21,40,0
7,1256,21,39,0
8,1254,21,39,0
9,1256,22,40,0
10,1254,21,39,0
11,1254,21,40,0
12,1254,21,39,0
13,1256,21,39,0
14,1256,21,40,0
15,1254,21,39,0
16,1256,21,40,0
17,1256,22,40,0
18,1256,21,40,0
19,1254,21,39,0
20,1254,22,39,0
21,1256,21,40,0
22,1256,22,39,0
23,1254,20,39,0
24,1256,21,40,0
25,1256,21,39,0
26,1256,21,39,0
27,1254,22,40,0
28,1254,21,39,0
29,1256,20,39,0
30,1254,21,39,0
31,1256,22,38,0
32,1254,21,40,0
33,1254,21,39,0
34,1254,20,39,0
35,1256,21,40,0
36,1254,21,38,0
37,1254,21,39,0
38,1256,21,38,0
39,1254,20,39,0
40,1254,20,40,0
41,1256,22,40,0
42,1254,21,39,0
43,1254,21,39,0
44,1254,21,39,0
45,1256,21,40,0
46,1254,21,39,0
47,1256,22,39,0
48,1256,22,39,0
49,1254,21,39,0
50,1256,20,39,0
51,1256,20,38,0
52,1256,21,38,0
53,1254,21,40,0
54,1256,20,40,0
55,1254,20,39,0
56,1254,20,38,0
57,1254,20,38,0
58,1254,20,40,0
59,1254,20,39,0
60,1254,21,40,0
61,1254,21,40,0
62,1254,21,40,0
63,1254,21,40,0
64,1254,21,39,0
65,1254,20,40,0
66,1254,20,39,0
67,1254,20,38,0
68,1254,20,38,0
69,1254,20,40,0
70,1254,20,40,0
71,1254,20,40,0
72,1254,20,38,0
73,1254,20,39,0
74,1254,20,39,0
75,1254,21,39,0
76,1254,21,38,0
77,1254,21,38,0
78,1254,21,38,0
79,1254,20,38,0
80,1254,20,38,0
81,1254,20,38,0
82,1254,21,38,0
83,1254,21,40,0
84,1254,20,40,0
85,1254,21,40,0
86,1254,21,40,0
87,1254,20,40,0
88,1254,21,40,0
89,1254,20,40,0
90,1254,20,40,0
91,1254,21,39,0
92,1254,20,40,0
93,1254,20,39,0
94,1254,21,39,0
95,1254,20,39,0
96,1254,21,40,0
97,1254,21,38,0
98,1254,21,38,0
99,1254,21,38,0
