round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1254,20,38,0
1,1254,21,38,0
2,1254,20,38,0
3,1256,20,38,0
4,1254,20,38,0
5,1255,21,39,0
6,1255,20,39,0
7,1254,20,38,0
8,1254,21,38,0
9,1256,20,39,0
10,1254,20,39,0
11,1254,20,38,0
12,1255,20,39,0
13,1255,20,38,0
14,1256,22,39,0
15,1254,20,38,0
16,1254,20,39,0
17,1255,21,38,0
18,1254,20,39,0
19,1256,21,38,0
20,1254,14,38,0
21,1254,20,40,0
22,1255,20,39,0
23,1255,20,38,0
24,1255,21,39,0
25,1254,21,39,0
26,1256,20,38,0
27,1254,20,39,0
28,1255,21,38,0
29,1253,13,37,0
30,1256,20,39,0
31,1255,21,39,0
32,1254,20,38,0
33,1254,20,39,0
34,1256,21,39,0
35,1256,21,38,0
36,1255,20,40,0
37,1254,21,38,0
38,1256,21,38,0
39,1254,20,39,0
40,1255,20,39,0
41,1254,21,38,0
42,1254,21,39,0
43,1255,21,38,0
44,1254,20,37,0
45,1254,21,38,0
46,1256,21,40,0
47,1256,20,39,0
48,1256,20,38,0
49,1254,20,38,0
50,1253,20,38,0
51,1253,20,38,0
52,1256,20,38,0
53,1254,20,38,0
54,1256,20,38,0
55,1254,20,38,0
56,1253,20,37,0
57,1254,20,38,0
58,1254,20,38,0
59,1254,20,38,0
60,1254,20,38,0
61,1254,20,38,0
62,1253,20,37,0
63,1254,20,38,0
64,1254,20,38,0
65,1256,20,38,0
66,1254,20,38,0
67,1253,20,38,0
68,1253,20,38,0
69,1253,20,38,0
70,1254,20,38,0
71,1254,20,38,0
72,1254,20,38,0
73,1254,20,38,0
74,1253,20,38,0
75,1254,20,38,0
76,1256,20,37,0
77,1254,20,38,0
78,1254,20,37,0
79,1253,20,37,0
80,1254,20,38,0
81,1254,20,38,0
82,1254,20,38,0
83,1254,20,37,0
84,1254,20,38,0
85,1254,20,38,0
86,1254,20,38,0
87,1254,20,38,0
88,1254,20,38,0
89,1254,20,38,0
90,1253,20,38,0
91,1253,20,38,0
92,1254,20,38,0
93,1254,20,38,0
94,1254,20,38,0
95,1254,20,37,0
96,1254,20,37,0
97,1254,20,37,0
98,1253,20,37,0
99,1254,20,38,0
