round,node,idle_ticks,busy_ticks
0,0,7241,558
0,1,7392,407
0,2,7328,471
0,3,4,7795
0,4,4345,3454
0,5,1340,6459
1,0,7241,558
1,1,7392,407
1,2,7328,471
1,3,15,7784
1,4,4345,3454
1,5,1340,6459
2,0,7241,558
2,1,7392,407
2,2,7328,471
2,3,4,7795
2,4,4345,3454
2,5,1340,6459
3,0,7241,558
3,1,7392,407
3,2,7328,471
3,3,4,7795
3,4,4345,3454
3,5,1340,6459
4,0,7241,558
4,1,7392,407
4,2,7328,471
4,3,4,7795
4,4,4345,3454
4,5,1340,6459
5,0,7241,558
5,1,7392,407
5,2,7328,471
5,3,4,7795
5,4,4345,3454
5,5,1340,6459
6,0,7241,558
6,1,7392,407
6,2,7328,471
6,3,15,7784
6,4,4345,3454
6,5,1340,6459
7,0,7241,558
7,1,7392,407
7,2,7328,471
7,3,4,7795
7,4,4345,3454
7,5,1340,6459
8,0,7241,558
8,1,7392,407
8,2,7328,471
8,3,4,7795
8,4,4345,3454
8,5,1340,6459
9,0,7241,558
9,1,7392,407
9,2,7328,471
9,3,15,7784
9,4,4345,3454
9,5,1340,6459
10,0,7241,558
10,1,7392,407
10,2,7328,471
10,3,4,7795
10,4,4345,3454
10,5,1340,6459
11,0,7241,558
11,1,7392,407
11,2,7328,471
11,3,4,7795
11,4,4345,3454
11,5,1340,6459
12,0,7241,558
12,1,7392,407
12,2,7328,471
12,3,4,7795
12,4,4345,3454
12,5,1340,6459
13,0,7241,558
13,1,7392,407
13,2,7328,471
13,3,4,7795
13,4,4345,3454
13,5,1340,6459
14,0,7241,558
14,1,7392,407
14,2,7328,471
14,3,4,7795
14,4,4345,3454
14,5,1340,6459
15,0,7241,558
15,1,7392,407
15,2,7328,471
15,3,4,7795
15,4,4345,3454
15,5,1340,6459
16,0,7241,558
16,1,7392,407
16,2,7328,471
16,3,4,7795
16,4,4345,3454
16,5,1340,6459
17,0,7241,558
17,1,7392,407
17,2,7328,471
17,3,15,7784
17,4,4345,3454
17,5,1340,6459
18,0,7241,558
18,1,7392,407
18,2,7328,471
18,3,15,7784
18,4,4345,3454
18,5,1340,6459
19,0,7241,558
19,1,7392,407
19,2,7328,471
19,3,4,7795
19,4,4345,3454
19,5,1340,6459
