round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1263,23,41,0
1,1263,23,41,0
2,1263,22,41,0
3,1263,24,41,0
4,1263,22,41,0
5,1263,23,41,0
6,1263,23,41,0
7,1263,23,41,0
8,1263,23,41,0
9,1263,23,41,0
10,1263,23,41,0
11,1263,23,41,0
12,1263,23,41,0
13,1263,23,41,0
14,1263,23,41,0
15,1263,23,41,0
16,1263,23,41,0
17,1263,23,41,0
18,1263,23,41,0
19,1263,23,41,0
20,1263,23,41,0
21,1263,23,41,0
22,1263,23,41,0
23,1263,23,41,0
24,1263,23,41,0
25,1263,23,41,0
26,1263,23,41,0
27,1263,23,41,0
28,1263,23,41,0
29,1263,23,41,0
30,1263,23,41,0
31,1263,23,41,0
32,1263,23,41,0
33,1263,23,41,0
34,1263,23,41,0
35,1263,23,41,0
36,1263,23,41,0
37,1263,23,41,0
38,1263,23,41,0
39,1263,23,41,0
40,1263,23,41,0
41,1263,23,41,0
42,1263,23,41,0
43,1263,23,41,0
44,1263,23,41,0
45,1263,23,41,0
46,1263,23,41,0
47,1263,23,41,0
48,1263,23,41,0
49,1263,23,41,0
50,1263,23,41,0
51,1263,23,41,0
52,1263,23,41,0
53,1263,23,41,0
54,1263,23,41,0
55,1263,23,41,0
56,1263,23,41,0
57,1263,23,41,0
58,1263,23,41,0
59,1263,23,41,0
60,1263,23,41,0
61,1263,23,41,0
62,1263,23,41,0
63,1263,23,41,0
64,1263,23,41,0
65,1263,23,41,0
66,1263,23,41,0
67,1263,23,41,0
68,1263,23,41,0
69,1263,23,41,0
70,1263,23,41,0
71,1263,23,41,0
72,1263,23,41,0
73,1263,23,41,0
74,1263,23,41,0
75,1263,23,41,0
76,1263,23,41,0
77,1263,23,41,0
78,1263,23,41,0
79,1263,23,41,0
80,1263,23,41,0
81,1263,23,41,0
82,1263,23,41,0
83,1263,23,41,0
84,1263,23,41,0
85,1263,23,41,0
86,1263,23,41,0
87,1263,23,41,0
88,1263,23,41,0
89,1263,23,41,0
90,1263,23,41,0
91,1263,23,41,0
92,1263,23,41,0
93,1263,23,41,0
94,1263,23,41,0
95,1263,23,41,0
96,1263,23,41,0
97,1263,23,41,0
98,1263,23,41,0
99,1263,23,41,0
