round,node,peers,ul_bytes,dl_bytes,busy_ticks,train_ticks,round_duration_ticks,idle_ticks
0,0,12;13,987296,987296,48,19,1263,1215
0,1,3;29,1480944,1480944,62,22,1263,1201
0,2,7;21,987296,987296,94,69,1263,1169
0,3,1;22,1727768,1727768,88,54,1263,1175
0,4,3;12,740472,740472,74,38,1263,1189
0,5,1;3,493648,493648,57,44,1263,1206
0,6,23;24,987296,987296,69,31,1263,1194
0,7,2;19,1234120,1234120,90,49,1263,1173
0,8,1;28,493648,493648,50,30,1263,1213
0,9,6;10,493648,493648,93,82,1263,1170
0,10,2;26,987296,987296,55,28,1263,1208
0,11,0;7,987296,987296,121,87,1263,1142
0,12,4;16,740472,740472,97,68,1263,1166
0,13,14;25,1480944,1480944,76,43,1263,1187
0,14,1;13,493648,493648,86,74,1263,1177
0,15,3;13,493648,493648,642,620,1263,621
0,16,12;19,493648,493648,1223,1173,1263,40
0,17,3;7,740472,740472,716,681,1263,547
0,18,4;7,493648,493648,649,613,1263,614
0,19,7;25,740472,740472,402,352,1263,861
0,20,3;6,493648,493648,727,692,1263,536
0,21,2;13,493648,493648,473,446,1263,790
0,22,3;10,493648,493648,775,753,1263,488
0,23,1;6,493648,493648,301,261,1263,962
0,24,0;6,493648,493648,848,819,1263,415
0,25,13;19,493648,493648,453,408,1263,810
0,26,10;11,493648,493648,409,380,1263,854
0,27,11;13,493648,493648,431,397,1263,832
0,28,2;8,493648,493648,640,620,1263,623
0,29,1;17,493648,493648,1248,1213,1263,15
1,0,12;13,987296,987296,48,19,1263,1215
1,1,3;29,1480944,1480944,62,22,1263,1201
1,2,7;21,987296,987296,94,69,1263,1169
1,3,1;22,1727768,1727768,88,54,1263,1175
1,4,3;12,740472,740472,74,38,1263,1189
1,5,1;3,493648,493648,57,44,1263,1206
1,6,23;24,987296,987296,69,31,1263,1194
1,7,2;19,1234120,1234120,90,49,1263,1173
1,8,1;28,493648,493648,50,30,1263,1213
1,9,6;10,493648,493648,93,82,1263,1170
1,10,2;26,987296,987296,55,28,1263,1208
1,11,0;7,987296,987296,121,87,1263,1142
1,12,4;16,740472,740472,97,68,1263,1166
1,13,14;25,1480944,1480944,76,43,1263,1187
1,14,1;13,493648,493648,86,74,1263,1177
1,15,3;13,493648,493648,642,620,1263,621
1,16,12;19,493648,493648,1223,1173,1263,40
1,17,3;7,740472,740472,716,681,1263,547
1,18,4;7,493648,493648,649,613,1263,614
1,19,7;25,740472,740472,402,352,1263,861
1,20,3;6,493648,493648,727,692,1263,536
1,21,2;13,493648,493648,473,446,1263,790
1,22,3;10,493648,493648,775,753,1263,488
1,23,1;6,493648,493648,301,261,1263,962
1,24,0;6,493648,493648,848,819,1263,415
1,25,13;19,493648,493648,453,408,1263,810
1,26,10;11,493648,493648,409,380,1263,854
1,27,11;13,493648,493648,431,397,1263,832
1,28,2;8,493648,493648,640,620,1263,623
1,29,1;17,493648,493648,1248,1213,1263,15
2,0,2;12,1727768,1727768,48,19,1263,1215
2,1,0;29,1480944,1480944,62,22,1263,1201
2,2,1;21,1234120,1234120,94,69,1263,1169
2,3,4;22,1234120,1234120,88,54,1263,1175
2,4,3;13,987296,987296,74,38,1263,1189
2,5,3;6,493648,493648,54,44,1263,1209
2,6,20;23,1234120,1234120,69,31,1263,1194
2,7,11;19,987296,987296,90,49,1263,1173
2,8,0;1,740472,740472,50,30,1263,1213
2,9,0;6,740472,740472,94,82,1263,1169
2,10,2;9,987296,987296,55,28,1263,1208
2,11,0;26,1234120,1234120,121,87,1263,1142
2,12,0;4,493648,493648,78,68,1263,1185
2,13,15;25,1480944,1480944,76,43,1263,1187
2,14,1;13,493648,493648,86,74,1263,1177
2,15,3;13,493648,493648,642,620,1263,621
2,16,11;19,493648,493648,1223,1173,1263,40
2,17,7;29,493648,493648,716,681,1263,547
2,18,4;7,493648,493648,649,613,1263,614
2,19,7;16,740472,740472,402,352,1263,861
2,20,3;6,493648,493648,727,692,1263,536
2,21,2;13,493648,493648,473,446,1263,790
2,22,3;10,493648,493648,775,753,1263,488
2,23,1;6,493648,493648,301,261,1263,962
2,24,0;6,493648,493648,848,819,1263,415
2,25,13;19,493648,493648,453,408,1263,810
2,26,10;11,493648,493648,409,380,1263,854
2,27,11;13,493648,493648,431,397,1263,832
2,28,2;8,493648,493648,640,620,1263,623
2,29,1;17,493648,493648,1248,1213,1263,15
3,0,2;12,1234120,1234120,48,19,1263,1215
3,1,2;29,1480944,1480944,62,22,1263,1201
3,2,1;21,1234120,1234120,94,69,1263,1169
3,3,20;22,987296,987296,88,54,1263,1175
3,4,3;6,1234120,1234120,74,38,1263,1189
3,5,1;6,493648,493648,57,44,1263,1206
3,6,20;23,1480944,1480944,69,31,1263,1194
3,7,4;19,987296,987296,90,49,1263,1173
3,8,0;1,740472,740472,50,30,1263,1213
3,9,0;6,493648,493648,94,82,1263,1169
3,10,2;22,740472,740472,55,28,1263,1208
3,11,16;26,740472,740472,121,87,1263,1142
3,12,0;4,740472,740472,97,68,1263,1166
3,13,15;25,1234120,1234120,76,43,1263,1187
3,14,1;13,493648,493648,86,74,1263,1177
3,15,3;13,493648,493648,642,620,1263,621
3,16,12;19,740472,740472,1223,1173,1263,40
3,17,7;29,493648,493648,716,681,1263,547
3,18,4;7,493648,493648,649,613,1263,614
3,19,7;16,740472,740472,402,352,1263,861
3,20,3;6,493648,493648,727,692,1263,536
3,21,2;13,493648,493648,473,446,1263,790
3,22,3;10,493648,493648,775,753,1263,488
3,23,1;6,493648,493648,301,261,1263,962
3,24,0;6,493648,493648,848,819,1263,415
3,25,13;19,493648,493648,453,408,1263,810
3,26,10;11,493648,493648,409,380,1263,854
3,27,11;13,493648,493648,431,397,1263,832
3,28,2;8,493648,493648,640,620,1263,623
3,29,1;17,493648,493648,1248,1213,1263,15
4,0,2;12,1480944,1480944,48,19,1263,1215
4,1,2;29,1234120,1234120,62,22,1263,1201
4,2,1;21,1234120,1234120,94,69,1263,1169
4,3,0;22,1480944,1480944,88,54,1263,1175
4,4,3;6,1234120,1234120,74,38,1263,1189
4,5,3;6,493648,493648,54,44,1263,1209
4,6,20;23,1480944,1480944,69,31,1263,1194
4,7,4;19,987296,987296,90,49,1263,1173
4,8,0;1,740472,740472,50,30,1263,1213
4,9,0;6,493648,493648,94,82,1263,1169
4,10,2;22,740472,740472,55,28,1263,1208
4,11,26;27,740472,740472,121,87,1263,1142
4,12,0;4,493648,493648,78,68,1263,1185
4,13,15;25,1234120,1234120,76,43,1263,1187
4,14,1;13,493648,493648,86,74,1263,1177
4,15,3;13,493648,493648,642,620,1263,621
4,16,11;19,493648,493648,1223,1173,1263,40
4,17,7;29,493648,493648,716,681,1263,547
4,18,4;7,493648,493648,649,613,1263,614
4,19,7;16,740472,740472,402,352,1263,861
4,20,3;6,493648,493648,727,692,1263,536
4,21,2;13,493648,493648,473,446,1263,790
4,22,3;10,493648,493648,775,753,1263,488
4,23,1;6,493648,493648,301,261,1263,962
4,24,0;6,493648,493648,848,819,1263,415
4,25,13;19,493648,493648,453,408,1263,810
4,26,10;11,493648,493648,409,380,1263,854
4,27,11;13,493648,493648,431,397,1263,832
4,28,2;8,493648,493648,640,620,1263,623
4,29,1;17,493648,493648,1248,1213,1263,15
5,0,2;12,1234120,1234120,48,19,1263,1215
5,1,2;29,1234120,1234120,62,22,1263,1201
5,2,1;21,1234120,1234120,94,69,1263,1169
5,3,17;22,1480944,1480944,88,54,1263,1175
5,4,3;6,1234120,1234120,74,38,1263,1189
5,5,3;6,493648,493648,54,44,1263,1209
5,6,20;23,1480944,1480944,69,31,1263,1194
5,7,4;19,987296,987296,90,49,1263,1173
5,8,0;1,740472,740472,50,30,1263,1213
5,9,0;6,493648,493648,94,82,1263,1169
5,10,2;22,740472,740472,55,28,1263,1208
5,11,26;27,740472,740472,121,87,1263,1142
5,12,0;4,493648,493648,78,68,1263,1185
5,13,15;25,1234120,1234120,76,43,1263,1187
5,14,1;13,493648,493648,86,74,1263,1177
5,15,3;13,493648,493648,642,620,1263,621
5,16,11;19,493648,493648,1223,1173,1263,40
5,17,7;29,740472,740472,716,681,1263,547
5,18,4;7,493648,493648,649,613,1263,614
5,19,7;16,740472,740472,402,352,1263,861
5,20,3;6,493648,493648,727,692,1263,536
5,21,2;13,493648,493648,473,446,1263,790
5,22,3;10,493648,493648,775,753,1263,488
5,23,1;6,493648,493648,301,261,1263,962
5,24,0;6,493648,493648,848,819,1263,415
5,25,13;19,493648,493648,453,408,1263,810
5,26,10;11,493648,493648,409,380,1263,854
5,27,11;13,493648,493648,431,397,1263,832
5,28,2;8,493648,493648,640,620,1263,623
5,29,1;17,493648,493648,1248,1213,1263,15
6,0,2;12,1234120,1234120,48,19,1263,1215
6,1,2;29,1234120,1234120,62,22,1263,1201
6,2,1;21,1234120,1234120,94,69,1263,1169
6,3,17;22,1480944,1480944,88,54,1263,1175
6,4,3;6,1234120,1234120,74,38,1263,1189
6,5,3;6,493648,493648,54,44,1263,1209
6,6,20;23,1480944,1480944,69,31,1263,1194
6,7,4;19,987296,987296,90,49,1263,1173
6,8,0;1,740472,740472,50,30,1263,1213
6,9,0;6,493648,493648,94,82,1263,1169
6,10,2;22,740472,740472,55,28,1263,1208
6,11,26;27,740472,740472,121,87,1263,1142
6,12,0;4,493648,493648,78,68,1263,1185
6,13,15;25,1234120,1234120,76,43,1263,1187
6,14,1;13,493648,493648,86,74,1263,1177
6,15,3;13,493648,493648,642,620,1263,621
6,16,11;19,493648,493648,1223,1173,1263,40
6,17,7;29,740472,740472,716,681,1263,547
6,18,4;7,493648,493648,649,613,1263,614
6,19,7;16,740472,740472,402,352,1263,861
6,20,3;6,493648,493648,727,692,1263,536
6,21,2;13,493648,493648,473,446,1263,790
6,22,3;10,493648,493648,775,753,1263,488
6,23,1;6,493648,493648,301,261,1263,962
6,24,0;6,493648,493648,848,819,1263,415
6,25,13;19,493648,493648,453,408,1263,810
6,26,10;11,493648,493648,409,380,1263,854
6,27,11;13,493648,493648,431,397,1263,832
6,28,2;8,493648,493648,640,620,1263,623
6,29,1;17,493648,493648,1248,1213,1263,15
7,0,2;12,1234120,1234120,48,19,1263,1215
7,1,2;29,1234120,1234120,62,22,1263,1201
7,2,1;21,1234120,1234120,94,69,1263,1169
7,3,17;22,1480944,1480944,88,54,1263,1175
7,4,3;6,1234120,1234120,74,38,1263,1189
7,5,3;6,493648,493648,54,44,1263,1209
7,6,20;23,1480944,1480944,69,31,1263,1194
7,7,4;19,987296,987296,90,49,1263,1173
7,8,0;1,740472,740472,50,30,1263,1213
7,9,0;6,493648,493648,94,82,1263,1169
7,10,2;22,740472,740472,55,28,1263,1208
7,11,26;27,740472,740472,121,87,1263,1142
7,12,0;4,493648,493648,78,68,1263,1185
7,13,15;25,1234120,1234120,76,43,1263,1187
7,14,1;13,493648,493648,86,74,1263,1177
7,15,3;13,493648,493648,642,620,1263,621
7,16,11;19,493648,493648,1223,1173,1263,40
7,17,7;29,740472,740472,716,681,1263,547
7,18,4;7,493648,493648,649,613,1263,614
7,19,7;16,740472,740472,402,352,1263,861
7,20,3;6,493648,493648,727,692,1263,536
7,21,2;13,493648,493648,473,446,1263,790
7,22,3;10,493648,493648,775,753,1263,488
7,23,1;6,493648,493648,301,261,1263,962
7,24,0;6,493648,493648,848,819,1263,415
7,25,13;19,493648,493648,453,408,1263,810
7,26,10;11,493648,493648,409,380,1263,854
7,27,11;13,493648,493648,431,397,1263,832
7,28,2;8,493648,493648,640,620,1263,623
7,29,1;17,493648,493648,1248,1213,1263,15
8,0,2;12,1234120,1234120,48,19,1263,1215
8,1,2;29,1234120,1234120,62,22,1263,1201
8,2,1;21,1234120,1234120,94,69,1263,1169
8,3,17;22,1480944,1480944,88,54,1263,1175
8,4,3;6,1234120,1234120,74,38,1263,1189
8,5,3;6,493648,493648,54,44,1263,1209
8,6,20;23,1480944,1480944,69,31,1263,1194
8,7,4;19,987296,987296,90,49,1263,1173
8,8,0;1,740472,740472,50,30,1263,1213
8,9,0;6,493648,493648,94,82,1263,1169
8,10,2;22,740472,740472,55,28,1263,1208
8,11,26;27,740472,740472,121,87,1263,1142
8,12,0;4,493648,493648,78,68,1263,1185
8,13,15;25,1234120,1234120,76,43,1263,1187
8,14,1;13,493648,493648,86,74,1263,1177
8,15,3;13,493648,493648,642,620,1263,621
8,16,11;19,493648,493648,1223,1173,1263,40
8,17,7;29,740472,740472,716,681,1263,547
8,18,4;7,493648,493648,649,613,1263,614
8,19,7;16,740472,740472,402,352,1263,861
8,20,3;6,493648,493648,727,692,1263,536
8,21,2;13,493648,493648,473,446,1263,790
8,22,3;10,493648,493648,775,753,1263,488
8,23,1;6,493648,493648,301,261,1263,962
8,24,0;6,493648,493648,848,819,1263,415
8,25,13;19,493648,493648,453,408,1263,810
8,26,10;11,493648,493648,409,380,1263,854
8,27,11;13,493648,493648,431,397,1263,832
8,28,2;8,493648,493648,640,620,1263,623
8,29,1;17,493648,493648,1248,1213,1263,15
9,0,2;12,1234120,1234120,48,19,1263,1215
9,1,2;29,1234120,1234120,62,22,1263,1201
9,2,1;21,1234120,1234120,94,69,1263,1169
9,3,17;22,1480944,1480944,88,54,1263,1175
9,4,3;6,1234120,1234120,74,38,1263,1189
9,5,3;6,493648,493648,54,44,1263,1209
9,6,20;23,1480944,1480944,69,31,1263,1194
