round,src,dst,bytes,delay_ticks,src_mj,dst_mj,failed
0,0,9,244784,17,3102.777709,3102.777709,0
0,9,0,244784,17,3102.777709,3102.777709,0
0,0,12,244784,17,3102.777709,2327.083265,0
0,12,0,244784,17,2327.083265,3102.777709,0
0,0,25,244784,17,3102.777709,1861.666598,0
0,25,0,244784,17,1861.666598,3102.777709,0
0,1,6,244784,17,2327.083265,3102.777709,0
0,6,1,244784,17,3102.777709,2327.083265,0
0,1,14,244784,17,2327.083265,1861.666598,0
0,14,1,244784,17,1861.666598,2327.083265,0
0,1,23,244784,17,2327.083265,1861.666598,0
0,23,1,244784,17,1861.666598,2327.083265,0
0,1,25,244784,17,2327.083265,1861.666598,0
0,25,1,244784,17,1861.666598,2327.083265,0
0,2,3,244784,17,1861.666598,1861.666598,0
0,3,2,244784,17,1861.666598,1861.666598,0
0,2,5,244784,17,1861.666598,2327.083265,0
0,5,2,244784,17,2327.083265,1861.666598,0
0,2,9,244784,17,1861.666598,3102.777709,0
0,9,2,244784,17,3102.777709,1861.666598,0
0,2,21,244784,17,1861.666598,2327.083265,0
0,21,2,244784,17,2327.083265,1861.666598,0
0,2,23,244784,17,1861.666598,1861.666598,0
0,23,2,244784,17,1861.666598,1861.666598,0
0,3,11,244784,17,1861.666598,3102.777709,0
0,11,3,244784,17,3102.777709,1861.666598,0
0,3,12,244784,17,1861.666598,2327.083265,0
0,12,3,244784,17,2327.083265,1861.666598,0
0,3,20,244784,17,1861.666598,1551.388821,0
0,20,3,244784,17,1551.388821,1861.666598,0
0,3,28,244784,17,1861.666598,1163.541598,0
0,28,3,244784,17,1163.541598,1861.666598,0
0,4,19,244784,17,2327.083265,3102.777709,0
0,19,4,244784,17,3102.777709,2327.083265,0
0,4,20,244784,17,2327.083265,1551.388821,0
0,20,4,244784,17,1551.388821,2327.083265,0
0,4,23,244784,17,2327.083265,1861.666598,0
0,23,4,244784,17,1861.666598,2327.083265,0
0,4,24,244784,17,2327.083265,2327.083265,0
0,24,4,244784,17,2327.083265,2327.083265,0
0,5,7,244784,17,2327.083265,1551.388821,0
0,7,5,244784,17,1551.388821,2327.083265,0
0,5,16,244784,17,2327.083265,3102.777709,0
0,16,5,244784,17,3102.777709,2327.083265,0
0,5,20,244784,17,2327.083265,1551.388821,0
0,20,5,244784,17,1551.388821,2327.083265,0
0,6,8,244784,17,3102.777709,1861.666598,0
0,8,6,244784,17,1861.666598,3102.777709,0
0,6,14,244784,17,3102.777709,1861.666598,0
0,14,6,244784,17,1861.666598,3102.777709,0
0,7,13,244784,17,1551.388821,3102.777709,0
0,13,7,244784,17,3102.777709,1551.388821,0
0,7,18,244784,17,1551.388821,3102.777709,0
0,18,7,244784,17,3102.777709,1551.388821,0
0,7,21,244784,17,1551.388821,2327.083265,0
0,21,7,244784,17,2327.083265,1551.388821,0
0,7,22,244784,17,1551.388821,2327.083265,0
0,22,7,244784,17,2327.083265,1551.388821,0
0,7,29,244784,17,1551.388821,3102.777709,0
0,29,7,244784,17,3102.777709,1551.388821,0
0,8,10,244784,17,1861.666598,3102.777709,0
0,10,8,244784,17,3102.777709,1861.666598,0
0,8,11,244784,17,1861.666598,3102.777709,0
0,11,8,244784,17,3102.777709,1861.666598,0
0,8,21,244784,17,1861.666598,2327.083265,0
0,21,8,244784,17,2327.083265,1861.666598,0
0,8,28,244784,17,1861.666598,1163.541598,0
0,28,8,244784,17,1163.541598,1861.666598,0
0,9,22,244784,17,3102.777709,2327.083265,0
0,22,9,244784,17,2327.083265,3102.777709,0
0,10,27,244784,17,3102.777709,4654.166598,0
0,27,10,244784,17,4654.166598,3102.777709,0
0,10,28,244784,17,3102.777709,1163.541598,0
0,28,10,244784,17,1163.541598,3102.777709,0
0,11,15,244784,17,3102.777709,3102.777709,0
0,15,11,244784,17,3102.777709,3102.777709,0
0,12,20,244784,17,2327.083265,1551.388821,0
0,20,12,244784,17,1551.388821,2327.083265,0
0,12,29,244784,17,2327.083265,3102.777709,0
0,29,12,244784,17,3102.777709,2327.083265,0
0,13,18,244784,17,3102.777709,3102.777709,0
0,18,13,244784,17,3102.777709,3102.777709,0
0,13,28,244784,17,3102.777709,1163.541598,0
0,28,13,244784,17,1163.541598,3102.777709,0
0,14,15,244784,17,1861.666598,3102.777709,0
0,15,14,244784,17,3102.777709,1861.666598,0
0,14,26,244784,17,1861.666598,3102.777709,0
0,26,14,244784,17,3102.777709,1861.666598,0
0,14,28,244784,17,1861.666598,1163.541598,0
0,28,14,244784,17,1163.541598,1861.666598,0
0,15,22,244784,17,3102.777709,2327.083265,0
0,22,15,244784,17,2327.083265,3102.777709,0
0,16,24,244784,17,3102.777709,2327.083265,0
0,24,16,244784,17,2327.083265,3102.777709,0
0,16,28,244784,17,3102.777709,1163.541598,0
0,28,16,244784,17,1163.541598,3102.777709,0
0,17,22,244784,17,4654.166598,2327.083265,0
0,22,17,244784,17,2327.083265,4654.166598,0
0,17,25,244784,17,4654.166598,1861.666598,0
0,25,17,244784,17,1861.666598,4654.166598,0
0,18,26,244784,17,3102.777709,3102.777709,0
0,26,18,244784,17,3102.777709,3102.777709,0
0,19,20,244784,17,3102.777709,1551.388821,0
0,20,19,244784,17,1551.388821,3102.777709,0
0,19,23,244784,17,3102.777709,1861.666598,0
0,23,19,244784,17,1861.666598,3102.777709,0
0,20,21,244784,17,1551.388821,2327.083265,0
0,21,20,244784,17,2327.083265,1551.388821,0
0,23,29,244784,17,1861.666598,3102.777709,0
0,29,23,244784,17,3102.777709,1861.666598,0
0,24,25,244784,17,2327.083265,1861.666598,0
0,25,24,244784,17,1861.666598,2327.083265,0
0,24,27,244784,17,2327.083265,4654.166598,0
0,27,24,244784,17,4654.166598,2327.083265,0
0,25,28,244784,17,1861.666598,1163.541598,0
0,28,25,244784,17,1163.541598,1861.666598,0
0,26,28,244784,17,3102.777709,1163.541598,0
0,28,26,244784,17,1163.541598,3102.777709,0
1,0,9,244784,17,2337.499931,2337.499931,0
1,9,0,244784,17,2337.499931,2337.499931,0
1,0,12,244784,17,2337.499931,1869.999931,0
1,12,0,244784,17,1869.999931,2337.499931,0
1,0,17,244784,17,2337.499931,2337.499931,0
1,17,0,244784,17,2337.499931,2337.499931,0
1,0,22,244784,17,2337.499931,3116.666598,0
1,22,0,244784,17,3116.666598,2337.499931,0
1,1,3,244784,17,1558.333265,1869.999931,0
1,3,1,244784,17,1869.999931,1558.333265,0
1,1,6,244784,17,1558.333265,3116.666598,0
1,6,1,244784,17,3116.666598,1558.333265,0
1,1,12,244784,17,1558.333265,1869.999931,0
1,12,1,244784,17,1869.999931,1558.333265,0
1,1,13,244784,17,1558.333265,3116.666598,0
1,13,1,244784,17,3116.666598,1558.333265,0
1,1,14,244784,17,1558.333265,1558.333265,0
1,14,1,244784,17,1558.333265,1558.333265,0
1,1,25,244784,17,1558.333265,4674.999931,0
1,25,1,244784,17,4674.999931,1558.333265,0
1,2,3,244784,17,1869.999931,1869.999931,0
1,3,2,244784,17,1869.999931,1869.999931,0
1,2,5,244784,17,1869.999931,4674.999931,0
1,5,2,244784,17,4674.999931,1869.999931,0
1,2,12,244784,17,1869.999931,1869.999931,0
1,12,2,244784,17,1869.999931,1869.999931,0
1,2,21,244784,17,1869.999931,1558.333265,0
1,21,2,244784,17,1558.333265,1869.999931,0
1,2,23,244784,17,1869.999931,4674.999931,0
