round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,918,20,36,0
1,919,20,37,0
2,917,20,36,0
3,919,20,37,0
4,917,20,37,0
5,919,19,37,0
6,917,20,35,0
7,919,19,37,0
8,919,12,36,0
9,917,19,35,0
10,918,20,37,0
11,920,19,37,0
12,919,20,37,0
13,919,20,37,0
14,917,20,36,0
15,917,20,37,0
16,918,20,37,0
17,920,21,37,0
18,919,20,35,0
19,919,19,37,0
20,918,19,37,0
21,920,20,37,0
22,919,20,37,0
23,919,20,37,0
24,919,19,37,0
25,919,19,37,0
26,917,20,38,0
27,919,20,37,0
28,920,20,37,0
29,920,19,36,0
30,919,19,38,0
31,919,19,37,0
32,919,20,36,0
33,919,20,38,0
34,919,20,38,0
35,920,19,38,0
36,917,19,37,0
37,918,20,38,0
38,920,20,37,0
39,919,20,37,0
40,919,19,38,0
41,919,20,37,0
42,919,19,38,0
43,920,20,36,0
44,919,20,38,0
45,917,19,36,0
46,920,19,37,0
47,919,12,37,0
48,919,12,35,0
49,917,19,38,0
50,917,20,37,0
51,917,19,35,0
52,917,19,35,0
53,917,19,35,0
54,917,19,35,0
55,917,20,35,0
56,917,20,37,0
57,917,19,35,0
58,917,19,37,0
59,917,19,35,0
60,917,19,37,0
61,917,20,37,0
62,917,20,35,0
63,917,19,35,0
64,917,19,37,0
65,917,20,35,0
66,917,20,37,0
67,917,19,35,0
68,917,20,37,0
69,917,19,37,0
70,917,20,37,0
71,917,20,37,0
72,917,19,37,0
73,917,19,37,0
74,917,19,35,0
75,917,20,37,0
76,917,20,37,0
77,917,19,35,0
78,917,19,35,0
79,917,20,37,0
80,917,19,35,0
81,917,19,37,0
82,917,19,37,0
83,917,19,35,0
84,917,19,35,0
85,917,19,35,0
86,917,19,35,0
87,917,19,35,0
88,917,19,37,0
89,917,19,35,0
90,917,19,37,0
91,917,20,37,0
92,917,20,35,0
93,917,19,35,0
94,917,19,35,0
95,917,19,35,0
96,917,19,35,0
97,917,19,35,0
98,917,20,35,0
99,917,19,35,0
