round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,6622,23,42,0
1,6622,23,42,0
2,6622,23,42,0
3,6622,23,42,0
4,6622,23,42,0
5,6622,23,42,0
6,6622,23,42,0
7,6622,23,42,0
8,6622,23,42,0
9,6622,23,42,0
10,6622,23,42,0
11,6622,23,42,0
12,6622,23,42,0
13,6622,23,42,0
14,6622,23,42,0
15,6622,23,42,0
16,6622,23,42,0
17,6622,23,42,0
18,6622,23,42,0
19,6622,23,42,0
