round,node,peers,ul_bytes,dl_bytes,busy_ticks,train_ticks,round_duration_ticks,idle_ticks
0,0,1;2,740472,740472,592,557,6622,6030
0,1,0;2,740472,740472,733,710,6622,5889
0,2,0;1,493648,493648,417,405,6622,6205
0,3,0;4,740472,740472,6622,6580,6622,0
0,4,1;5,740472,740472,5646,5606,6622,976
0,5,3;4,493648,493648,2900,2858,6622,3722
1,0,1;2,740472,740472,592,557,6622,6030
1,1,0;2,740472,740472,733,710,6622,5889
1,2,0;1,493648,493648,417,405,6622,6205
1,3,0;5,493648,493648,6622,6580,6622,0
1,4,1;5,493648,493648,5644,5606,6622,978
1,5,3;4,493648,493648,2900,2858,6622,3722
2,0,1;2,740472,740472,592,557,6622,6030
2,1,0;2,740472,740472,733,710,6622,5889
2,2,0;1,493648,493648,417,405,6622,6205
2,3,0;5,740472,740472,6622,6580,6622,0
2,4,1;3,740472,740472,5646,5606,6622,976
2,5,3;4,493648,493648,2900,2858,6622,3722
3,0,1;2,740472,740472,592,557,6622,6030
3,1,0;2,740472,740472,733,710,6622,5889
3,2,0;1,493648,493648,417,405,6622,6205
3,3,0;4,740472,740472,6622,6580,6622,0
3,4,1;5,740472,740472,5646,5606,6622,976
3,5,3;4,493648,493648,2900,2858,6622,3722
4,0,1;2,740472,740472,592,557,6622,6030
4,1,0;2,740472,740472,733,710,6622,5889
4,2,0;1,493648,493648,417,405,6622,6205
4,3,0;5,740472,740472,6622,6580,6622,0
4,4,1;3,740472,740472,5646,5606,6622,976
4,5,3;4,493648,493648,2900,2858,6622,3722
5,0,1;2,740472,740472,592,557,6622,6030
5,1,0;2,740472,740472,733,710,6622,5889
5,2,0;1,493648,493648,417,405,6622,6205
5,3,0;4,740472,740472,6622,6580,6622,0
5,4,1;5,740472,740472,5646,5606,6622,976
5,5,3;4,493648,493648,2900,2858,6622,3722
6,0,1;2,740472,740472,592,557,6622,6030
6,1,0;2,740472,740472,733,710,6622,5889
6,2,0;1,493648,493648,417,405,6622,6205
6,3,0;4,740472,740472,6622,6580,6622,0
6,4,1;3,740472,740472,5646,5606,6622,976
6,5,3;4,493648,493648,2900,2858,6622,3722
7,0,1;2,740472,740472,592,557,6622,6030
7,1,0;2,740472,740472,733,710,6622,5889
7,2,0;1,493648,493648,417,405,6622,6205
7,3,0;5,493648,493648,6622,6580,6622,0
7,4,1;5,493648,493648,5644,5606,6622,978
7,5,3;4,493648,493648,2900,2858,6622,3722
8,0,1;2,740472,740472,592,557,6622,6030
8,1,0;2,740472,740472,733,710,6622,5889
8,2,0;1,493648,493648,417,405,6622,6205
8,3,0;4,740472,740472,6622,6580,6622,0
8,4,1;3,740472,740472,5646,5606,6622,976
8,5,3;4,493648,493648,2900,2858,6622,3722
9,0,1;2,740472,740472,592,557,6622,6030
9,1,0;2,740472,740472,733,710,6622,5889
9,2,0;1,493648,493648,417,405,6622,6205
9,3,0;4,740472,740472,6622,6580,6622,0
9,4,1;3,740472,740472,5646,5606,6622,976
9,5,3;4,493648,493648,2900,2858,6622,3722
10,0,1;2,740472,740472,592,557,6622,6030
