round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,935,23,43,0
1,935,23,43,0
2,935,23,43,0
3,935,23,43,0
4,935,23,43,0
5,935,23,43,0
6,935,23,43,0
7,935,23,43,0
8,935,23,43,0
9,935,23,43,0
10,935,23,43,0
11,935,23,43,0
12,935,23,43,0
13,935,23,43,0
14,935,23,43,0
15,935,23,43,0
16,935,23,43,0
17,935,23,43,0
18,935,23,43,0
19,935,23,43,0
20,935,23,43,0
21,935,23,43,0
22,935,23,43,0
23,935,23,43,0
24,935,23,43,0
25,935,23,43,0
26,935,23,43,0
27,935,23,43,0
28,935,23,43,0
29,935,23,43,0
30,935,23,43,0
31,935,23,43,0
32,935,23,43,0
33,935,23,43,0
34,935,23,43,0
35,935,23,43,0
36,935,23,43,0
37,935,23,43,0
38,935,23,43,0
39,935,23,43,0
40,935,23,43,0
41,935,23,43,0
42,935,23,43,0
43,935,23,43,0
44,935,23,43,0
45,935,23,43,0
46,935,23,43,0
47,935,23,43,0
48,935,23,43,0
49,935,23,43,0
50,935,23,43,0
51,935,23,43,0
52,935,23,43,0
53,935,23,43,0
54,935,23,43,0
55,935,23,43,0
56,935,23,43,0
57,935,23,43,0
58,935,23,43,0
59,935,23,43,0
60,935,23,43,0
61,935,23,43,0
62,935,23,43,0
63,935,23,43,0
64,935,23,43,0
65,935,23,43,0
66,935,23,43,0
67,935,23,43,0
68,935,23,43,0
69,935,23,43,0
70,935,23,43,0
71,935,23,43,0
72,935,23,43,0
73,935,23,43,0
74,935,23,43,0
75,935,23,43,0
76,935,23,43,0
77,935,23,43,0
78,935,23,43,0
79,935,23,43,0
80,935,23,43,0
81,935,23,43,0
82,935,22,43,0
83,935,23,43,0
84,935,23,43,0
85,935,22,43,0
86,935,22,43,0
87,935,23,43,0
88,935,23,43,0
89,935,23,43,0
90,935,23,43,0
91,935,23,43,0
92,935,23,43,0
93,935,23,43,0
94,935,23,43,0
95,935,23,43,0
96,935,23,43,0
97,935,23,43,0
98,935,23,43,0
99,935,23,43,0
