round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,920,23,39,0
1,920,23,39,0
2,920,22,39,0
3,920,23,38,0
4,920,23,38,0
5,920,23,38,0
6,920,23,38,0
7,920,23,38,0
8,920,23,38,0
9,920,23,38,0
10,920,23,38,0
11,920,23,38,0
12,920,23,38,0
13,920,23,38,0
14,920,23,38,0
15,920,23,38,0
16,920,23,38,0
17,920,23,38,0
18,920,23,38,0
19,920,23,38,0
20,920,23,38,0
21,920,23,38,0
22,920,23,38,0
23,920,23,38,0
24,920,23,38,0
25,920,23,38,0
26,920,23,38,0
27,920,23,38,0
28,920,23,38,0
29,920,23,38,0
30,920,23,38,0
31,920,23,38,0
32,920,23,38,0
33,920,23,38,0
34,920,23,38,0
35,920,23,38,0
36,920,23,38,0
37,920,23,38,0
38,920,23,38,0
39,920,23,38,0
40,920,23,38,0
41,920,23,38,0
42,920,23,38,0
43,920,23,38,0
44,920,23,38,0
45,920,23,38,0
46,920,23,38,0
47,920,23,38,0
48,920,23,38,0
49,920,23,38,0
50,920,23,38,0
51,920,23,38,0
52,920,23,38,0
53,920,23,38,0
54,920,23,38,0
55,920,23,38,0
56,920,23,38,0
57,920,23,38,0
58,920,23,38,0
59,920,23,38,0
60,920,23,38,0
61,920,23,38,0
62,920,23,38,0
63,920,23,38,0
64,920,23,38,0
65,920,23,38,0
66,920,23,38,0
67,920,23,38,0
68,920,23,38,0
69,920,23,38,0
70,920,23,38,0
71,920,23,38,0
72,920,23,38,0
73,920,23,38,0
74,920,23,38,0
75,920,23,38,0
76,920,23,38,0
77,920,23,38,0
78,920,23,38,0
79,920,23,38,0
80,920,23,38,0
81,920,23,38,0
82,920,23,38,0
83,920,23,38,0
84,920,23,38,0
85,920,23,38,0
86,920,23,38,0
87,920,23,38,0
88,920,23,38,0
89,920,23,38,0
90,920,23,38,0
91,920,23,38,0
92,920,23,38,0
93,920,23,38,0
94,920,23,38,0
95,920,23,38,0
96,920,23,38,0
97,920,23,38,0
98,920,23,38,0
99,920,23,38,0
