round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,906,23,39,0
1,907,25,40,0
2,907,24,39,0
3,906,24,39,0
4,907,23,39,0
5,906,24,39,0
6,907,22,39,0
7,907,26,39,0
8,909,24,40,0
9,907,24,40,0
10,907,24,39,0
11,908,23,40,0
12,909,24,41,0
13,907,22,40,0
14,907,25,39,0
15,907,24,39,0
16,908,24,39,0
17,909,23,41,0
18,907,24,40,0
19,906,22,39,0
20,907,23,39,0
21,908,24,40,0
22,907,24,40,0
23,909,24,39,0
24,907,24,40,0
25,908,24,39,0
26,907,24,39,0
27,908,24,39,0
28,909,23,40,0
29,907,24,39,0
30,907,24,40,0
31,907,24,39,0
32,907,22,40,0
33,907,24,39,0
34,908,24,40,0
35,907,26,39,0
36,907,24,39,0
37,909,24,40,0
38,907,24,40,0
39,907,24,39,0
40,908,24,39,0
41,907,24,39,0
42,909,24,41,0
43,906,26,40,0
44,909,24,41,0
45,907,26,39,0
46,907,24,39,0
47,907,24,39,0
48,909,24,39,0
49,908,22,40,0
50,907,23,39,0
51,906,22,39,0
52,906,24,39,0
53,906,24,39,0
54,907,24,40,0
55,906,22,39,0
56,906,24,39,0
57,906,24,39,0
58,906,24,39,0
59,907,24,40,0
60,907,24,40,0
61,907,24,40,0
62,907,24,40,0
63,907,24,39,0
64,907,24,39,0
65,907,24,39,0
66,907,24,39,0
67,907,24,39,0
68,907,24,39,0
69,907,24,39,0
70,907,24,39,0
71,907,24,39,0
72,907,24,39,0
73,907,24,39,0
74,907,24,39,0
75,907,24,39,0
76,907,24,39,0
77,907,24,39,0
78,907,24,39,0
79,907,24,39,0
80,907,24,39,0
81,907,24,39,0
82,907,24,39,0
83,907,24,39,0
84,907,24,39,0
85,907,24,39,0
86,907,24,39,0
87,907,24,39,0
88,907,24,39,0
89,907,24,39,0
90,907,24,39,0
91,907,24,39,0
92,907,24,39,0
93,907,24,39,0
94,907,24,39,0
95,907,24,39,0
96,907,24,39,0
97,907,24,39,0
98,907,24,39,0
99,907,24,39,0
