round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,907,23,39,0
1,907,24,39,0
2,907,23,39,0
3,907,23,39,0
4,906,23,38,0
5,907,21,39,0
6,907,21,39,0
7,907,21,39,0
8,907,22,38,0
9,907,21,39,0
10,907,23,39,0
11,906,24,39,0
12,907,21,40,0
13,908,22,39,0
14,905,23,39,0
15,907,22,38,0
16,907,21,40,0
17,907,24,37,0
18,908,24,40,0
19,907,23,39,0
20,906,21,38,0
21,907,22,39,0
22,907,23,40,0
23,907,23,38,0
24,908,24,40,0
25,907,21,39,0
26,907,21,38,0
27,907,23,39,0
28,907,24,39,0
29,907,23,40,0
30,907,23,38,0
31,908,24,40,0
32,908,21,39,0
33,907,23,39,0
34,905,23,39,0
35,907,24,39,0
36,907,21,40,0
37,907,23,40,0
38,908,23,39,0
39,908,21,37,0
40,906,23,39,0
41,907,21,38,0
42,907,23,40,0
43,907,21,39,0
44,907,24,40,0
45,908,23,39,0
46,907,21,39,0
47,908,23,40,0
48,906,24,39,0
49,906,21,39,0
50,908,24,39,0
51,908,23,39,0
52,905,23,39,0
53,905,23,39,0
54,906,21,39,0
55,906,21,39,0
56,906,21,37,0
57,906,23,37,0
58,908,21,37,0
59,906,23,38,0
60,908,24,38,0
61,907,22,39,0
62,907,23,39,0
63,906,21,39,0
64,908,24,39,0
65,906,22,37,0
66,906,22,37,0
67,906,23,37,0
68,906,22,39,0
69,906,22,39,0
70,906,21,39,0
71,906,23,39,0
72,906,21,37,0
73,906,21,39,0
74,906,22,39,0
75,908,22,37,0
76,906,25,39,0
77,908,21,39,0
78,906,21,37,0
79,908,23,39,0
80,906,23,37,0
81,908,21,39,0
82,908,24,37,0
83,906,21,39,0
84,906,23,39,0
85,906,21,37,0
86,908,24,39,0
87,908,24,37,0
88,906,21,37,0
89,906,24,37,0
90,906,24,37,0
91,906,23,37,0
92,908,23,39,0
93,906,21,37,0
94,906,21,37,0
95,908,21,37,0
96,906,21,37,0
97,906,23,37,0
98,908,21,39,0
99,906,21,39,0
