round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1263,21,49,0
1,1263,21,49,0
2,1263,21,49,0
3,1263,21,49,0
4,1263,21,49,0
5,1263,21,49,0
6,1263,21,49,0
7,1263,21,49,0
8,1263,21,49,0
9,1263,21,49,0
10,1263,21,49,0
11,1263,21,49,0
12,1263,21,49,0
13,1263,21,49,0
14,1263,21,49,0
15,1263,21,49,0
16,1263,21,49,0
17,1263,21,49,0
18,1263,21,49,0
19,1263,21,49,0
20,1263,21,49,0
21,1263,21,49,0
22,1263,21,49,0
23,1263,21,49,0
24,1263,21,49,0
25,1263,21,49,0
26,1263,21,49,0
27,1263,21,49,0
28,1263,21,49,0
29,1263,21,49,0
30,1263,21,49,0
31,1263,21,49,0
32,1263,21,49,0
33,1263,21,49,0
34,1263,21,49,0
35,1263,21,49,0
36,1263,21,49,0
37,1263,21,49,0
38,1263,21,49,0
39,1263,21,49,0
40,1263,21,49,0
41,1263,21,49,0
42,1263,21,49,0
43,1263,21,49,0
44,1263,21,49,0
45,1263,21,49,0
46,1263,21,49,0
47,1263,21,49,0
48,1263,21,49,0
49,1263,21,49,0
50,1263,21,49,0
51,1263,21,49,0
52,1263,21,49,0
53,1263,21,49,0
54,1263,21,49,0
55,1263,21,49,0
56,1263,21,49,0
57,1263,21,49,0
58,1263,21,49,0
59,1263,21,49,0
60,1263,21,49,0
61,1263,21,49,0
62,1263,21,49,0
63,1263,21,49,0
64,1263,21,49,0
65,1263,21,49,0
66,1263,21,49,0
67,1263,21,49,0
68,1263,21,49,0
69,1263,21,49,0
70,1263,21,49,0
71,1263,21,49,0
72,1263,21,49,0
73,1263,21,49,0
74,1263,21,49,0
75,1263,21,49,0
76,1263,21,49,0
77,1263,21,49,0
78,1263,21,49,0
79,1263,21,49,0
80,1263,21,49,0
81,1263,21,49,0
82,1263,21,49,0
83,1263,21,49,0
84,1263,21,49,0
85,1263,21,49,0
86,1263,21,49,0
87,1263,21,49,0
88,1263,21,49,0
89,1263,21,49,0
90,1263,21,49,0
91,1263,21,49,0
92,1263,21,49,0
93,1263,21,49,0
94,1263,21,49,0
95,1263,21,49,0
96,1263,21,49,0
97,1263,21,49,0
98,1263,21,49,0
99,1263,21,49,0
