round,src,dst,bytes,delay_ticks,src_mj,dst_mj,failed
0,0,2,246824,11,2687.499881,2015.624881,0
0,2,0,246824,11,2015.624881,2687.499881,0
0,0,8,246824,8,2687.499881,8062.499881,0
0,8,0,246824,8,8062.499881,2687.499881,0
0,0,12,246824,6,2687.499881,4031.249881,0
0,12,0,246824,6,4031.249881,2687.499881,0
0,0,15,246824,27,2687.499881,3224.999881,0
0,15,0,246824,27,3224.999881,2687.499881,0
0,0,19,246824,25,2687.499881,8062.499881,0
0,19,0,246824,25,8062.499881,2687.499881,0
0,0,22,246824,34,2687.499881,8062.499881,0
0,22,0,246824,34,8062.499881,2687.499881,0
0,1,7,246824,10,1791.666547,8062.499881,0
0,7,1,246824,10,8062.499881,1791.666547,0
0,1,8,246824,9,1791.666547,8062.499881,0
0,8,1,246824,9,8062.499881,1791.666547,0
0,1,9,246824,10,1791.666547,5374.999881,0
0,9,1,246824,10,5374.999881,1791.666547,0
0,1,11,246824,8,1791.666547,4031.249881,0
0,11,1,246824,8,4031.249881,1791.666547,0
0,1,13,246824,9,1791.666547,8062.499881,0
0,13,1,246824,9,8062.499881,1791.666547,0
0,1,19,246824,26,1791.666547,8062.499881,0
0,19,1,246824,26,8062.499881,1791.666547,0
0,1,20,246824,40,1791.666547,8062.499881,0
0,20,1,246824,40,8062.499881,1791.666547,0
0,1,26,246824,26,1791.666547,8062.499881,0
0,26,1,246824,26,8062.499881,1791.666547,0
0,1,28,246824,38,1791.666547,8062.499881,0
0,28,1,246824,38,8062.499881,1791.666547,0
0,2,6,246824,13,2015.624881,2687.499881,0
0,6,2,246824,13,2687.499881,2015.624881,0
0,2,16,246824,36,2015.624881,5374.999881,0
0,16,2,246824,36,5374.999881,2015.624881,0
0,2,18,246824,22,2015.624881,8062.499881,0
0,18,2,246824,22,8062.499881,2015.624881,0
0,2,21,246824,23,2015.624881,8062.499881,0
0,21,2,246824,23,8062.499881,2015.624881,0
0,2,23,246824,35,2015.624881,8062.499881,0
0,23,2,246824,35,8062.499881,2015.624881,0
0,2,24,246824,38,2015.624881,8062.499881,0
0,24,2,246824,38,8062.499881,2015.624881,0
0,2,29,246824,27,2015.624881,8062.499881,0
0,29,2,246824,27,8062.499881,2015.624881,0
0,3,4,246824,11,2687.499881,8062.499881,0
0,4,3,246824,11,8062.499881,2687.499881,0
0,3,5,246824,10,2687.499881,8062.499881,0
0,5,3,246824,10,8062.499881,2687.499881,0
0,3,6,246824,10,2687.499881,2687.499881,0
0,6,3,246824,10,2687.499881,2687.499881,0
0,3,12,246824,7,2687.499881,4031.249881,0
0,12,3,246824,7,4031.249881,2687.499881,0
0,3,16,246824,35,2687.499881,5374.999881,0
0,16,3,246824,35,5374.999881,2687.499881,0
0,3,27,246824,24,2687.499881,8062.499881,0
0,27,3,246824,24,8062.499881,2687.499881,0
0,4,14,246824,11,8062.499881,5374.999881,0
0,14,4,246824,11,5374.999881,8062.499881,0
0,5,13,246824,10,8062.499881,8062.499881,0
0,13,5,246824,10,8062.499881,8062.499881,0
0,6,7,246824,11,2687.499881,8062.499881,0
0,7,6,246824,11,8062.499881,2687.499881,0
0,6,20,246824,41,2687.499881,8062.499881,0
0,20,6,246824,41,8062.499881,2687.499881,0
0,6,21,246824,23,2687.499881,8062.499881,0
0,21,6,246824,23,8062.499881,2687.499881,0
0,6,25,246824,29,2687.499881,8062.499881,0
0,25,6,246824,29,8062.499881,2687.499881,0
0,9,10,246824,12,5374.999881,3224.999881,0
0,10,9,246824,12,3224.999881,5374.999881,0
0,9,11,246824,9,5374.999881,4031.249881,0
0,11,9,246824,9,4031.249881,5374.999881,0
0,10,14,246824,11,3224.999881,5374.999881,0
0,14,10,246824,11,5374.999881,3224.999881,0
0,10,17,246824,24,3224.999881,8062.499881,0
0,17,10,246824,24,8062.499881,3224.999881,0
0,10,18,246824,22,3224.999881,8062.499881,0
0,18,10,246824,22,8062.499881,3224.999881,0
0,10,27,246824,25,3224.999881,8062.499881,0
0,27,10,246824,25,8062.499881,3224.999881,0
0,11,15,246824,27,4031.249881,3224.999881,0
0,15,11,246824,27,3224.999881,4031.249881,0
0,11,26,246824,25,4031.249881,8062.499881,0
0,26,11,246824,25,8062.499881,4031.249881,0
0,12,23,246824,33,4031.249881,8062.499881,0
0,23,12,246824,33,8062.499881,4031.249881,0
0,12,24,246824,36,4031.249881,8062.499881,0
0,24,12,246824,36,8062.499881,4031.249881,0
0,14,17,246824,23,5374.999881,8062.499881,0
0,17,14,246824,23,8062.499881,5374.999881,0
0,15,22,246824,43,3224.999881,8062.499881,0
0,22,15,246824,43,8062.499881,3224.999881,0
0,15,28,246824,46,3224.999881,8062.499881,0
0,28,15,246824,46,8062.499881,3224.999881,0
0,15,29,246824,34,3224.999881,8062.499881,0
0,29,15,246824,34,8062.499881,3224.999881,0
0,16,25,246824,43,5374.999881,8062.499881,0
0,25,16,246824,43,8062.499881,5374.999881,0
1,0,1,246824,8,1791.666547,1151.785595,0
1,1,0,246824,8,1151.785595,1791.666547,0
1,0,2,246824,11,1791.666547,1791.666547,0
1,2,0,246824,11,1791.666547,1791.666547,0
1,0,3,246824,7,1791.666547,3224.999881,0
1,3,0,246824,7,3224.999881,1791.666547,0
1,0,8,246824,8,1791.666547,8062.499881,0
1,8,0,246824,8,8062.499881,1791.666547,0
1,0,10,246824,10,1791.666547,2687.499881,0
1,10,0,246824,10,2687.499881,1791.666547,0
1,0,12,246824,6,1791.666547,4031.249881,0
1,12,0,246824,6,4031.249881,1791.666547,0
1,0,15,246824,27,1791.666547,3224.999881,0
1,15,0,246824,27,3224.999881,1791.666547,0
1,0,19,246824,25,1791.666547,8062.499881,0
1,19,0,246824,25,8062.499881,1791.666547,0
1,0,22,246824,34,1791.666547,8062.499881,0
1,22,0,246824,34,8062.499881,1791.666547,0
1,1,2,246824,12,1151.785595,1791.666547,0
1,2,1,246824,12,1791.666547,1151.785595,0
1,1,3,246824,9,1151.785595,3224.999881,0
1,3,1,246824,9,3224.999881,1151.785595,0
1,1,4,246824,11,1151.785595,5374.999881,0
1,4,1,246824,11,5374.999881,1151.785595,0
1,1,5,246824,11,1151.785595,8062.499881,0
1,5,1,246824,11,8062.499881,1151.785595,0
1,1,7,246824,10,1151.785595,8062.499881,0
1,7,1,246824,10,8062.499881,1151.785595,0
1,1,8,246824,9,1151.785595,8062.499881,0
1,8,1,246824,9,8062.499881,1151.785595,0
1,1,9,246824,10,1151.785595,4031.249881,0
1,9,1,246824,10,4031.249881,1151.785595,0
1,1,11,246824,8,1151.785595,4031.249881,0
1,11,1,246824,8,4031.249881,1151.785595,0
1,1,13,246824,9,1151.785595,8062.499881,0
1,13,1,246824,9,8062.499881,1151.785595,0
1,1,19,246824,26,1151.785595,8062.499881,0
1,19,1,246824,26,8062.499881,1151.785595,0
1,1,20,246824,40,1151.785595,8062.499881,0
1,20,1,246824,40,8062.499881,1151.785595,0
1,1,26,246824,26,1151.785595,8062.499881,0
1,26,1,246824,26,8062.499881,1151.785595,0
1,1,28,246824,38,1151.785595,8062.499881,0
1,28,1,246824,38,8062.499881,1151.785595,0
1,2,6,246824,13,1791.666547,3224.999881,0
1,6,2,246824,13,3224.999881,1791.666547,0
1,2,16,246824,36,1791.666547,5374.999881,0
1,16,2,246824,36,5374.999881,1791.666547,0
1,2,18,246824,22,1791.666547,8062.499881,0
1,18,2,246824,22,8062.499881,1791.666547,0
1,2,21,246824,23,1791.666547,8062.499881,0
1,21,2,246824,23,8062.499881,1791.666547,0
1,2,23,246824,35,1791.666547,8062.499881,0
1,23,2,246824,35,8062.499881,1791.666547,0
1,2,24,246824,38,1791.666547,8062.499881,0
1,24,2,246824,38,8062.499881,1791.666547,0
1,2,29,246824,27,1791.666547,8062.499881,0
1,29,2,246824,27,8062.499881,1791.666547,0
1,3,12,246824,7,3224.999881,4031.249881,0
1,12,3,246824,7,4031.249881,3224.999881,0
1,3,16,246824,35,3224.999881,5374.999881,0
1,16,3,246824,35,5374.999881,3224.999881,0
1,3,27,246824,24,3224.999881,8062.499881,0
1,27,3,246824,24,8062.499881,3224.999881,0
1,4,9,246824,12,5374.999881,4031.249881,0
1,9,4,246824,12,4031.249881,5374.999881,0
1,4,14,246824,11,5374.999881,5374.999881,0
1,14,4,246824,11,5374.999881,5374.999881,0
1,5,13,246824,10,8062.499881,8062.499881,0
1,13,5,246824,10,8062.499881,8062.499881,0
1,6,7,246824,11,3224.999881,8062.499881,0
1,7,6,246824,11,8062.499881,3224.999881,0
1,6,20,246824,41,3224.999881,8062.499881,0
1,20,6,246824,41,8062.499881,3224.999881,0
1,6,21,246824,23,3224.999881,8062.499881,0
1,21,6,246824,23,8062.499881,3224.999881,0
1,6,25,246824,29,3224.999881,8062.499881,0
1,25,6,246824,29,8062.499881,3224.999881,0
1,9,10,246824,12,4031.249881,2687.499881,0
1,10,9,246824,12,2687.499881,4031.249881,0
1,9,11,246824,9,4031.249881,4031.249881,0
1,11,9,246824,9,4031.249881,4031.249881,0
1,10,14,246824,11,2687.499881,5374.999881,0
1,14,10,246824,11,5374.999881,2687.499881,0
1,10,17,246824,24,2687.499881,8062.499881,0
1,17,10,246824,24,8062.499881,2687.499881,0
1,10,18,246824,22,2687.499881,8062.499881,0
1,18,10,246824,22,8062.499881,2687.499881,0
1,10,27,246824,25,2687.499881,8062.499881,0
1,27,10,246824,25,8062.499881,2687.499881,0
1,11,15,246824,27,4031.249881,3224.999881,0
1,15,11,246824,27,3224.999881,4031.249881,0
1,11,26,246824,25,4031.249881,8062.499881,0
1,26,11,246824,25,8062.499881,4031.249881,0
1,12,23,246824,33,4031.249881,8062.499881,0
1,23,12,246824,33,8062.499881,4031.249881,0
1,12,24,246824,36,4031.249881,8062.499881,0
1,24,12,246824,36,8062.499881,4031.249881,0
1,14,17,246824,23,5374.999881,8062.499881,0
1,17,14,246824,23,8062.499881,5374.999881,0
1,15,22,246824,43,3224.999881,8062.499881,0
1,22,15,246824,43,8062.499881,3224.999881,0
1,15,28,246824,46,3224.999881,8062.499881,0
1,28,15,246824,46,8062.499881,3224.999881,0
1,15,29,246824,34,3224.999881,8062.499881,0
1,29,15,246824,34,8062.499881,3224.999881,0
1,16,25,246824,43,5374.999881,8062.499881,0
1,25,16,246824,43,8062.499881,5374.999881,0
