round,node,idle_ticks,busy_ticks
0,0,820,79
0,1,787,112
0,2,865,34
0,3,826,73
0,4,843,56
0,5,854,45
0,6,852,47
0,7,864,35
0,8,824,75
0,9,807,92
0,10,826,73
0,11,836,63
0,12,790,109
0,13,837,62
0,14,808,91
0,15,474,425
0,16,195,704
0,17,207,692
0,18,234,665
0,19,297,602
0,20,386,513
0,21,280,619
0,22,287,612
0,23,0,899
0,24,485,414
0,25,479,420
0,26,265,634
0,27,296,603
0,28,311,588
0,29,320,579
1,0,821,81
1,1,788,114
1,2,866,36
1,3,827,75
1,4,847,55
1,5,855,47
1,6,853,49
1,7,865,37
1,8,800,102
1,9,836,66
1,10,827,75
1,11,837,65
1,12,791,111
1,13,812,90
1,14,835,67
1,15,474,428
1,16,195,707
1,17,207,695
1,18,234,668
1,19,297,605
1,20,386,516
1,21,280,622
1,22,287,615
1,23,0,902
1,24,485,417
1,25,479,423
1,26,265,637
1,27,296,606
1,28,311,591
1,29,320,582
2,0,823,79
2,1,790,112
2,2,867,35
2,3,829,73
2,4,847,55
2,5,857,45
2,6,855,47
2,7,843,59
2,8,827,75
2,9,818,84
2,10,829,73
2,11,812,90
2,12,793,109
2,13,812,90
2,14,811,91
2,15,475,427
2,16,198,704
2,17,207,695
2,18,234,668
2,19,297,605
2,20,389,513
2,21,280,622
2,22,287,615
2,23,0,902
2,24,485,417
2,25,482,420
2,26,266,636
2,27,296,606
2,28,311,591
2,29,321,581
3,0,821,79
3,1,788,112
3,2,865,35
3,3,827,73
3,4,819,81
3,5,855,45
3,6,852,48
3,7,865,35
3,8,808,92
3,9,808,92
3,10,827,73
3,11,817,83
3,12,791,109
3,13,836,64
3,14,809,91
3,15,475,425
3,16,196,704
3,17,208,692
3,18,235,665
3,19,297,603
3,20,386,514
3,21,280,620
3,22,287,613
3,23,1,899
3,24,486,414
3,25,478,422
3,26,266,634
3,27,296,604
3,28,312,588
3,29,319,581
4,0,822,79
4,1,762,139
4,2,866,35
4,3,829,72
4,4,846,55
4,5,856,45
4,6,855,46
4,7,865,36
4,8,799,102
4,9,811,90
4,10,828,73
4,11,815,86
4,12,793,108
4,13,823,78
4,14,810,91
4,15,474,427
4,16,197,704
4,17,207,694
4,18,234,667
4,19,298,603
4,20,386,515
4,21,281,620
4,22,289,612
4,23,0,901
4,24,485,416
4,25,478,423
4,26,265,636
4,27,298,603
4,28,313,588
4,29,322,579
5,0,823,79
5,1,771,131
5,2,866,36
5,3,827,75
5,4,846,56
5,5,855,47
5,6,828,74
5,7,865,37
5,8,802,100
5,9,810,92
5,10,829,73
5,11,822,80
5,12,791,111
5,13,812,90
5,14,818,84
5,15,476,426
5,16,197,705
5,17,207,695
5,18,234,668
5,19,298,604
5,20,388,514
5,21,281,621
5,22,289,613
5,23,0,902
5,24,487,415
5,25,481,421
5,26,265,637
5,27,297,605
5,28,311,591
5,29,320,582
6,0,822,79
6,1,764,137
6,2,866,35
6,3,828,73
6,4,845,56
6,5,856,45
6,6,835,66
6,7,842,59
6,8,799,102
6,9,809,92
6,10,829,72
6,11,819,82
6,12,792,109
6,13,839,62
6,14,810,91
6,15,474,427
6,16,195,706
6,17,209,692
6,18,235,666
6,19,299,602
6,20,388,513
6,21,282,619
6,22,287,614
6,23,2,899
6,24,487,414
6,25,481,420
6,26,265,636
6,27,298,603
6,28,313,588
6,29,320,581
7,0,822,79
7,1,762,139
7,2,866,35
7,3,828,73
7,4,820,81
7,5,856,45
7,6,854,47
7,7,838,63
7,8,807,94
7,9,813,88
7,10,826,75
7,11,811,90
7,12,792,109
7,13,836,65
7,14,836,65
7,15,475,426
7,16,196,705
7,17,207,694
7,18,234,667
7,19,298,603
7,20,387,514
7,21,281,620
7,22,288,613
7,23,0,901
7,24,485,416
7,25,479,422
7,26,266,635
7,27,297,604
7,28,311,590
7,29,321,580
8,0,821,81
8,1,763,139
8,2,866,36
8,3,829,73
8,4,847,55
8,5,855,47
8,6,853,49
8,7,866,36
8,8,825,77
8,9,812,90
8,10,803,99
8,11,837,65
8,12,791,111
8,13,812,90
8,14,818,84
8,15,474,428
8,16,195,707
8,17,207,695
8,18,237,665
8,19,297,605
8,20,386,516
8,21,280,622
8,22,287,615
8,23,0,902
8,24,485,417
8,25,479,423
8,26,265,637
8,27,296,606
8,28,311,591
8,29,321,581
9,0,822,79
9,1,787,114
9,2,851,50
9,3,826,75
9,4,846,55
9,5,854,47
9,6,839,62
9,7,864,37
9,8,799,102
9,9,809,92
9,10,828,73
9,11,815,86
9,12,792,109
9,13,813,88
9,14,810,91
9,15,473,428
9,16,194,707
9,17,206,695
9,18,233,668
9,19,297,604
9,20,385,516
9,21,279,622
9,22,289,612
9,23,0,901
9,24,485,416
9,25,478,423
9,26,265,636
9,27,295,606
9,28,311,590
9,29,320,581
10,0,821,79
10,1,761,139
10,2,865,35
10,3,808,92
10,4,844,56
10,5,855,45
10,6,826,74
10,7,863,37
10,8,825,75
10,9,820,80
10,10,827,73
10,11,835,65
10,12,789,111
10,13,816,84
10,14,811,89
10,15,472,428
10,16,195,705
10,17,208,692
10,18,233,667
10,19,295,605
10,20,386,514
10,21,281,619
10,22,287,613
10,23,0,900
10,24,483,417
10,25,480,420
10,26,265,635
10,27,297,603
10,28,309,591
10,29,318,582
11,0,821,81
11,1,789,113
11,2,868,34
11,3,829,73
11,4,847,55
11,5,832,70
11,6,830,72
11,7,839,63
11,8,800,102
11,9,810,92
11,10,830,72
11,11,818,84
11,12,793,109
11,13,812,90
11,14,819,83
11,15,475,427
11,16,196,706
11,17,208,694
11,18,237,665
11,19,298,604
11,20,387,515
11,21,281,621
11,22,287,615
11,23,1,901
11,24,487,415
11,25,480,422
11,26,265,637
11,27,297,605
11,28,312,590
11,29,321,581
12,0,823,79
12,1,788,114
12,2,866,36
12,3,810,92
12,4,821,81
12,5,857,45
12,6,835,67
12,7,854,48
12,8,825,77
12,9,812,90
12,10,827,75
12,11,812,90
12,12,794,108
12,13,812,90
12,14,811,91
12,15,476,426
12,16,197,705
12,17,207,695
12,18,236,666
12,19,299,603
12,20,387,515
12,21,282,620
12,22,289,613
12,23,0,902
12,24,486,416
12,25,481,421
12,26,267,635
12,27,298,604
12,28,314,588
12,29,322,580
