round,node,idle_ticks,busy_ticks
0,0,1582,97
0,1,1579,100
0,2,1501,178
0,3,1503,176
0,4,1547,132
0,5,1545,134
0,6,1568,111
0,7,1604,75
0,8,1655,24
0,9,1567,112
0,10,1610,69
0,11,1569,110
0,12,1630,49
0,13,1667,12
0,14,1655,24
0,15,1257,422
0,16,1507,172
0,17,1526,153
0,18,1256,423
0,19,1561,118
0,20,1316,363
0,21,1149,530
0,22,1103,576
0,23,1240,439
0,24,1080,599
0,25,3,1676
0,26,1519,160
0,27,556,1123
0,28,1192,487
0,29,1373,306
1,0,1582,97
1,1,1579,100
1,2,1501,178
1,3,1503,176
1,4,1546,133
1,5,1544,135
1,6,1568,111
1,7,1604,75
1,8,1655,24
1,9,1567,112
1,10,1610,69
1,11,1569,110
1,12,1630,49
1,13,1667,12
1,14,1655,24
1,15,1257,422
1,16,1507,172
1,17,1526,153
1,18,1256,423
1,19,1561,118
1,20,1316,363
1,21,1149,530
1,22,1103,576
1,23,1240,439
1,24,1080,599
1,25,3,1676
1,26,1519,160
1,27,556,1123
1,28,1192,487
1,29,1373,306
2,0,1582,97
2,1,1579,100
2,2,1501,178
2,3,1503,176
2,4,1547,132
2,5,1545,134
2,6,1568,111
2,7,1604,75
2,8,1655,24
2,9,1567,112
2,10,1610,69
2,11,1569,110
2,12,1630,49
2,13,1667,12
2,14,1655,24
2,15,1257,422
2,16,1507,172
2,17,1526,153
2,18,1256,423
2,19,1561,118
2,20,1316,363
2,21,1149,530
2,22,1103,576
2,23,1240,439
2,24,1080,599
2,25,3,1676
2,26,1519,160
2,27,556,1123
2,28,1192,487
2,29,1373,306
3,0,1582,97
3,1,1579,100
3,2,1501,178
3,3,1503,176
3,4,1547,132
3,5,1545,134
3,6,1568,111
3,7,1604,75
3,8,1655,24
3,9,1567,112
3,10,1610,69
3,11,1569,110
3,12,1630,49
3,13,1667,12
3,14,1655,24
3,15,1257,422
3,16,1507,172
3,17,1526,153
3,18,1256,423
3,19,1561,118
3,20,1316,363
3,21,1149,530
3,22,1103,576
3,23,1240,439
3,24,1080,599
3,25,3,1676
3,26,1519,160
3,27,556,1123
3,28,1192,487
3,29,1373,306
4,0,1582,97
4,1,1579,100
4,2,1501,178
4,3,1503,176
4,4,1547,132
4,5,1544,135
4,6,1568,111
4,7,1604,75
4,8,1655,24
4,9,1569,110
4,10,1610,69
4,11,1569,110
4,12,1630,49
4,13,1667,12
4,14,1655,24
4,15,1257,422
4,16,1507,172
4,17,1526,153
4,18,1256,423
4,19,1561,118
4,20,1316,363
4,21,1149,530
4,22,1103,576
4,23,1240,439
4,24,1080,599
4,25,3,1676
4,26,1519,160
4,27,556,1123
4,28,1192,487
4,29,1373,306
5,0,1582,97
5,1,1579,100
5,2,1501,178
5,3,1503,176
5,4,1546,133
5,5,1545,134
5,6,1568,111
5,7,1604,75
5,8,1655,24
5,9,1567,112
5,10,1610,69
5,11,1569,110
5,12,1630,49
5,13,1667,12
5,14,1655,24
5,15,1257,422
5,16,1507,172
5,17,1526,153
5,18,1256,423
5,19,1561,118
5,20,1316,363
5,21,1149,530
5,22,1103,576
5,23,1240,439
5,24,1080,599
5,25,3,1676
5,26,1519,160
5,27,556,1123
5,28,1192,487
5,29,1373,306
6,0,1582,97
6,1,1579,100
6,2,1501,178
6,3,1503,176
6,4,1547,132
6,5,1545,134
6,6,1568,111
6,7,1604,75
6,8,1655,24
6,9,1567,112
6,10,1610,69
6,11,1569,110
6,12,1630,49
6,13,1667,12
6,14,1655,24
6,15,1257,422
6,16,1507,172
6,17,1526,153
6,18,1256,423
6,19,1561,118
6,20,1316,363
6,21,1149,530
6,22,1103,576
6,23,1240,439
6,24,1080,599
6,25,3,1676
6,26,1519,160
6,27,556,1123
6,28,1192,487
6,29,1373,306
7,0,1582,97
7,1,1579,100
7,2,1501,178
7,3,1503,176
7,4,1547,132
7,5,1544,135
7,6,1568,111
7,7,1604,75
7,8,1655,24
7,9,1567,112
7,10,1610,69
7,11,1569,110
7,12,1630,49
7,13,1667,12
7,14,1655,24
7,15,1257,422
7,16,1507,172
7,17,1526,153
7,18,1256,423
7,19,1561,118
7,20,1316,363
7,21,1149,530
7,22,1103,576
7,23,1240,439
7,24,1080,599
7,25,3,1676
7,26,1519,160
7,27,556,1123
7,28,1192,487
7,29,1373,306
8,0,1582,97
8,1,1579,100
8,2,1501,178
8,3,1503,176
8,4,1547,132
8,5,1545,134
8,6,1568,111
8,7,1604,75
8,8,1655,24
8,9,1569,110
8,10,1610,69
8,11,1569,110
8,12,1630,49
8,13,1667,12
8,14,1655,24
8,15,1257,422
8,16,1507,172
8,17,1526,153
8,18,1256,423
8,19,1561,118
8,20,1316,363
8,21,1149,530
8,22,1103,576
8,23,1240,439
8,24,1080,599
8,25,3,1676
8,26,1519,160
8,27,556,1123
8,28,1192,487
8,29,1373,306
9,0,1582,97
9,1,1579,100
9,2,1501,178
9,3,1503,176
9,4,1547,132
9,5,1545,134
9,6,1568,111
9,7,1604,75
9,8,1655,24
9,9,1567,112
9,10,1610,69
9,11,1569,110
9,12,1630,49
9,13,1667,12
9,14,1655,24
9,15,1257,422
9,16,1507,172
9,17,1526,153
9,18,1256,423
9,19,1561,118
9,20,1316,363
9,21,1149,530
9,22,1103,576
9,23,1240,439
9,24,1080,599
9,25,3,1676
9,26,1519,160
9,27,556,1123
9,28,1192,487
9,29,1373,306
10,0,1582,97
10,1,1579,100
10,2,1501,178
10,3,1503,176
10,4,1547,132
10,5,1545,134
10,6,1568,111
10,7,1604,75
10,8,1655,24
10,9,1567,112
10,10,1610,69
10,11,1569,110
10,12,1630,49
10,13,1667,12
10,14,1655,24
10,15,1257,422
10,16,1507,172
10,17,1526,153
10,18,1256,423
10,19,1561,118
10,20,1316,363
10,21,1149,530
10,22,1103,576
10,23,1240,439
10,24,1080,599
10,25,3,1676
10,26,1519,160
10,27,556,1123
10,28,1192,487
10,29,1373,306
11,0,1582,97
11,1,1579,100
11,2,1501,178
11,3,1503,176
11,4,1547,132
11,5,1544,135
11,6,1568,111
11,7,1604,75
11,8,1655,24
11,9,1567,112
11,10,1610,69
11,11,1569,110
11,12,1630,49
11,13,1667,12
11,14,1655,24
11,15,1257,422
11,16,1507,172
11,17,1526,153
11,18,1256,423
11,19,1561,118
11,20,1316,363
11,21,1149,530
11,22,1103,576
11,23,1240,439
11,24,1080,599
11,25,3,1676
11,26,1519,160
11,27,556,1123
11,28,1192,487
11,29,1373,306
12,0,1582,97
12,1,1579,100
12,2,1501,178
12,3,1503,176
12,4,1547,132
12,5,1545,134
12,6,1568,111
12,7,1604,75
12,8,1655,24
12,9,1569,110
12,10,1610,69
12,11,1569,110
12,12,1630,49
12,13,1667,12
12,14,1655,24
12,15,1257,422
12,16,1507,172
12,17,1526,153
12,18,1256,423
12,19,1561,118
12,20,1316,363
12,21,1149,530
12,22,1103,576
12,23,1240,439
12,24,1080,599
12,25,3,1676
12,26,1519,160
12,27,556,1123
12,28,1192,487
12,29,1373,306
13,0,1582,97
13,1,1579,100
13,2,1501,178
13,3,1514,165
13,4,1546,133
13,5,1545,134
13,6,1568,111
13,7,1604,75
13,8,1655,24
13,9,1567,112
13,10,1610,69
13,11,1569,110
13,12,1630,49
13,13,1667,12
13,14,1655,24
13,15,1257,422
13,16,1507,172
13,17,1526,153
13,18,1256,423
13,19,1561,118
13,20,1316,363
13,21,1149,530
13,22,1103,576
13,23,1240,439
13,24,1080,599
13,25,3,1676
13,26,1519,160
13,27,556,1123
13,28,1192,487
13,29,1373,306
14,0,1582,97
14,1,1579,100
14,2,1501,178
14,3,1503,176
14,4,1547,132
14,5,1545,134
14,6,1568,111
14,7,1604,75
14,8,1655,24
14,9,1569,110
14,10,1610,69
14,11,1569,110
14,12,1630,49
14,13,1667,12
14,14,1655,24
14,15,1257,422
14,16,1507,172
14,17,1526,153
14,18,1256,423
14,19,1561,118
14,20,1316,363
14,21,1149,530
14,22,1103,576
14,23,1240,439
14,24,1080,599
