round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,929,21,38,0
1,930,22,39,0
2,930,20,38,0
3,928,21,38,0
4,928,20,39,0
5,930,21,39,0
6,929,20,38,0
7,928,20,39,0
8,928,21,38,0
9,930,21,40,0
10,929,20,39,0
11,928,21,38,0
12,929,20,38,0
13,930,21,39,0
14,929,21,39,0
15,928,20,39,0
16,930,14,38,0
17,929,14,37,0
18,930,21,39,0
19,929,21,38,0
20,928,21,38,0
21,930,20,39,0
22,929,22,39,0
23,929,21,38,0
24,929,22,39,0
25,929,20,39,0
26,929,21,39,0
27,928,20,39,0
28,930,22,38,0
29,930,21,38,0
30,929,20,39,0
31,929,20,39,0
32,929,20,39,0
33,930,22,39,0
34,930,21,39,0
35,930,22,38,0
36,928,21,38,0
37,929,21,39,0
38,930,22,39,0
39,930,20,40,0
40,930,20,39,0
41,929,20,37,0
42,930,20,39,0
43,930,20,39,0
44,929,21,38,0
45,929,20,38,0
46,930,22,39,0
47,930,21,39,0
48,930,22,39,0
49,930,20,38,0
50,928,20,37,0
51,928,21,37,0
52,929,20,37,0
53,930,20,38,0
54,928,21,38,0
55,928,21,37,0
56,929,21,38,0
57,928,20,37,0
58,930,20,38,0
59,930,21,38,0
60,928,21,38,0
61,929,21,38,0
62,928,20,37,0
63,929,20,38,0
64,928,20,37,0
65,928,20,38,0
66,928,20,38,0
67,929,21,37,0
68,929,20,37,0
69,928,20,37,0
70,929,20,38,0
71,930,20,37,0
72,928,20,37,0
73,929,20,38,0
74,928,20,37,0
75,929,21,38,0
76,928,20,37,0
77,928,20,37,0
78,929,21,38,0
79,929,21,37,0
80,928,20,38,0
81,928,20,37,0
82,928,20,38,0
83,929,21,38,0
84,928,20,37,0
85,928,20,38,0
86,928,20,37,0
87,929,21,38,0
88,929,21,38,0
89,929,20,37,0
90,929,21,38,0
91,929,21,38,0
92,929,21,37,0
93,930,21,38,0
94,928,20,37,0
95,928,20,37,0
96,928,20,37,0
97,930,20,37,0
98,929,20,37,0
99,929,20,37,0
