round,src,dst,bytes,delay_ticks,src_mj,dst_mj,failed
0,0,12,246824,6,8037.499881,765.476071,0
0,12,0,246824,6,765.476071,8037.499881,0
0,0,13,246824,7,8037.499881,554.310226,0
0,13,0,246824,7,554.310226,8037.499881,0
0,1,8,246824,9,8037.499881,1607.499881,0
0,8,1,246824,9,1607.499881,8037.499881,0
0,1,13,246824,9,8037.499881,554.310226,0
0,13,1,246824,9,554.310226,8037.499881,0
0,2,8,246824,12,8037.499881,1607.499881,0
0,8,2,246824,12,1607.499881,8037.499881,0
0,2,13,246824,12,8037.499881,554.310226,0
0,13,2,246824,12,554.310226,8037.499881,0
0,3,12,246824,7,8037.499881,765.476071,0
0,12,3,246824,7,765.476071,8037.499881,0
0,3,13,246824,8,8037.499881,554.310226,0
0,13,3,246824,8,554.310226,8037.499881,0
0,4,8,246824,11,8037.499881,1607.499881,0
0,8,4,246824,11,1607.499881,8037.499881,0
0,4,13,246824,11,8037.499881,554.310226,0
0,13,4,246824,11,554.310226,8037.499881,0
0,5,12,246824,9,8037.499881,765.476071,0
0,12,5,246824,9,765.476071,8037.499881,0
0,5,13,246824,10,8037.499881,554.310226,0
0,13,5,246824,10,554.310226,8037.499881,0
0,6,8,246824,10,8037.499881,1607.499881,0
0,8,6,246824,10,1607.499881,8037.499881,0
0,6,13,246824,10,8037.499881,554.310226,0
0,13,6,246824,10,554.310226,8037.499881,0
0,7,12,246824,8,8037.499881,765.476071,0
0,12,7,246824,8,765.476071,8037.499881,0
0,7,13,246824,9,8037.499881,554.310226,0
0,13,7,246824,9,554.310226,8037.499881,0
0,8,9,246824,10,1607.499881,8037.499881,0
0,9,8,246824,10,8037.499881,1607.499881,0
0,8,10,246824,11,1607.499881,8037.499881,0
0,10,8,246824,11,8037.499881,1607.499881,0
0,8,11,246824,8,1607.499881,8037.499881,0
0,11,8,246824,8,8037.499881,1607.499881,0
0,8,12,246824,8,1607.499881,765.476071,0
0,12,8,246824,8,765.476071,1607.499881,0
0,8,13,246824,9,1607.499881,554.310226,0
0,13,8,246824,9,554.310226,1607.499881,0
0,8,14,246824,9,1607.499881,8037.499881,0
0,14,8,246824,9,8037.499881,1607.499881,0
0,9,13,246824,10,8037.499881,554.310226,0
0,13,9,246824,10,554.310226,8037.499881,0
0,10,13,246824,11,8037.499881,554.310226,0
0,13,10,246824,11,554.310226,8037.499881,0
0,11,13,246824,8,8037.499881,554.310226,0
0,13,11,246824,8,554.310226,8037.499881,0
0,12,13,246824,7,765.476071,554.310226,0
0,13,12,246824,7,554.310226,765.476071,0
0,12,15,246824,27,765.476071,8037.499881,0
0,15,12,246824,27,8037.499881,765.476071,0
0,12,16,246824,34,765.476071,8037.499881,0
0,16,12,246824,34,8037.499881,765.476071,0
0,12,17,246824,22,765.476071,8037.499881,0
0,17,12,246824,22,8037.499881,765.476071,0
0,12,18,246824,20,765.476071,8037.499881,0
0,18,12,246824,20,8037.499881,765.476071,0
0,12,19,246824,25,765.476071,8037.499881,0
0,19,12,246824,25,8037.499881,765.476071,0
0,12,20,246824,39,765.476071,8037.499881,0
0,20,12,246824,39,8037.499881,765.476071,0
0,12,21,246824,21,765.476071,8037.499881,0
0,21,12,246824,21,8037.499881,765.476071,0
0,12,22,246824,34,765.476071,8037.499881,0
0,22,12,246824,34,8037.499881,765.476071,0
0,12,23,246824,33,765.476071,8037.499881,0
0,23,12,246824,33,8037.499881,765.476071,0
0,12,24,246824,36,765.476071,8037.499881,0
0,24,12,246824,36,8037.499881,765.476071,0
0,12,25,246824,27,765.476071,8037.499881,0
0,25,12,246824,27,8037.499881,765.476071,0
0,12,26,246824,25,765.476071,8037.499881,0
0,26,12,246824,25,8037.499881,765.476071,0
0,12,27,246824,23,765.476071,8037.499881,0
0,27,12,246824,23,8037.499881,765.476071,0
0,12,28,246824,37,765.476071,8037.499881,0
0,28,12,246824,37,8037.499881,765.476071,0
0,12,29,246824,25,765.476071,8037.499881,0
0,29,12,246824,25,8037.499881,765.476071,0
0,13,14,246824,9,554.310226,8037.499881,0
0,14,13,246824,9,8037.499881,554.310226,0
0,13,15,246824,28,554.310226,8037.499881,0
0,15,13,246824,28,8037.499881,554.310226,0
0,13,16,246824,35,554.310226,8037.499881,0
0,16,13,246824,35,8037.499881,554.310226,0
0,13,17,246824,23,554.310226,8037.499881,0
0,17,13,246824,23,8037.499881,554.310226,0
0,13,18,246824,21,554.310226,8037.499881,0
0,18,13,246824,21,8037.499881,554.310226,0
0,13,19,246824,26,554.310226,8037.499881,0
0,19,13,246824,26,8037.499881,554.310226,0
