round,src,dst,bytes,delay_ticks,src_mj,dst_mj,failed
0,0,2,246824,10,1775.925808,2283.333215,0
0,2,0,246824,10,2283.333215,1775.925808,0
0,0,4,246824,12,1775.925808,3196.666548,0
0,4,0,246824,12,3196.666548,1775.925808,0
0,0,5,246824,12,1775.925808,7991.666548,0
0,5,0,246824,12,7991.666548,1775.925808,0
0,0,6,246824,12,1775.925808,2663.888771,0
0,6,0,246824,12,2663.888771,1775.925808,0
0,0,14,246824,13,1775.925808,5327.777659,0
0,14,0,246824,13,5327.777659,1775.925808,0
0,0,16,246824,42,1775.925808,5327.777659,0
0,16,0,246824,42,5327.777659,1775.925808,0
0,0,17,246824,30,1775.925808,5327.777659,0
0,17,0,246824,30,5327.777659,1775.925808,0
0,0,21,246824,35,1775.925808,7991.666548,0
0,21,0,246824,35,7991.666548,1775.925808,0
0,0,25,246824,31,1775.925808,7991.666548,0
0,25,0,246824,31,7991.666548,1775.925808,0
0,1,7,246824,13,1775.925808,7991.666548,0
0,7,1,246824,13,7991.666548,1775.925808,0
0,1,9,246824,11,1775.925808,2663.888771,0
0,9,1,246824,11,2663.888771,1775.925808,0
0,1,10,246824,13,1775.925808,5327.777659,0
0,10,1,246824,13,5327.777659,1775.925808,0
0,1,11,246824,12,1775.925808,5327.777659,0
0,11,1,246824,12,5327.777659,1775.925808,0
0,1,12,246824,13,1775.925808,7991.666548,0
0,12,1,246824,13,7991.666548,1775.925808,0
0,1,16,246824,42,1775.925808,5327.777659,0
0,16,1,246824,42,5327.777659,1775.925808,0
0,1,17,246824,30,1775.925808,5327.777659,0
0,17,1,246824,30,5327.777659,1775.925808,0
0,1,18,246824,40,1775.925808,7991.666548,0
0,18,1,246824,40,7991.666548,1775.925808,0
0,1,22,246824,36,1775.925808,7991.666548,0
0,22,1,246824,36,7991.666548,1775.925808,0
0,2,5,246824,9,2283.333215,7991.666548,0
0,5,2,246824,9,7991.666548,2283.333215,0
0,2,6,246824,9,2283.333215,2663.888771,0
0,6,2,246824,9,2663.888771,2283.333215,0
0,2,8,246824,9,2283.333215,3196.666548,0
0,8,2,246824,9,3196.666548,2283.333215,0
0,2,14,246824,10,2283.333215,5327.777659,0
0,14,2,246824,10,5327.777659,2283.333215,0
0,2,19,246824,25,2283.333215,7991.666548,0
0,19,2,246824,25,7991.666548,2283.333215,0
0,2,26,246824,28,2283.333215,7991.666548,0
0,26,2,246824,28,7991.666548,2283.333215,0
0,3,8,246824,12,2283.333215,3196.666548,0
