round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,918,25,42,0
1,918,25,42,0
2,918,25,42,0
3,918,25,42,0
4,918,25,42,0
5,918,25,42,0
6,918,25,42,0
7,918,25,42,0
8,918,25,42,0
9,918,25,42,0
10,918,25,42,0
11,918,24,42,0
12,918,25,42,0
13,918,25,42,0
14,918,25,42,0
15,918,25,42,0
16,918,24,42,0
17,918,25,42,0
18,918,25,42,0
19,918,24,42,0
20,918,25,42,0
21,918,27,42,0
22,918,24,42,0
23,918,25,42,0
24,918,24,42,0
25,918,25,42,0
26,918,24,42,0
27,918,25,42,0
28,918,24,42,0
29,918,24,42,0
30,918,25,42,0
31,918,25,42,0
32,918,25,42,0
33,918,25,42,0
34,918,25,42,0
35,918,25,42,0
36,918,25,42,0
37,918,25,42,0
38,918,25,42,0
39,918,25,42,0
40,918,25,42,0
41,918,25,42,0
42,918,25,42,0
43,918,24,42,0
44,918,25,42,0
45,918,25,42,0
46,918,24,42,0
47,918,25,42,0
48,918,25,42,0
49,918,25,42,0
50,918,25,42,0
51,918,25,42,0
52,918,25,42,0
53,918,25,42,0
54,918,25,42,0
55,918,25,42,0
56,918,25,42,0
57,918,25,42,0
58,918,25,42,0
59,918,25,42,0
60,918,24,42,0
61,918,25,42,0
62,918,25,42,0
63,918,25,42,0
64,918,25,42,0
65,918,25,42,0
66,918,25,42,0
67,918,25,42,0
68,918,24,42,0
69,918,25,42,0
70,918,25,42,0
71,918,25,42,0
72,918,25,42,0
73,918,25,42,0
74,918,24,42,0
75,918,25,42,0
76,918,25,42,0
77,918,25,42,0
78,918,25,42,0
79,918,25,42,0
80,918,25,42,0
81,918,25,42,0
82,918,24,42,0
83,918,25,42,0
84,918,25,42,0
85,918,25,42,0
86,918,25,42,0
87,918,25,42,0
88,918,25,42,0
89,918,24,42,0
90,918,27,42,0
91,918,27,42,0
92,918,25,42,0
93,918,27,42,0
94,918,25,42,0
95,918,25,42,0
96,918,25,42,0
97,918,25,42,0
98,918,25,42,0
99,918,25,42,0
