round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,907,23,39,0
1,907,23,39,0
2,907,24,39,0
3,907,21,39,0
4,907,22,39,0
5,907,21,39,0
6,907,23,39,0
7,907,23,39,0
8,907,22,38,0
9,907,21,39,0
10,907,21,39,0
11,906,23,39,0
12,908,22,39,0
13,907,21,39,0
14,907,13,37,0
15,907,21,39,0
16,906,23,39,0
17,907,22,39,0
18,907,23,39,0
19,908,21,38,0
20,907,23,39,0
21,906,23,39,0
22,907,22,40,0
23,907,21,39,0
24,908,21,39,0
25,906,22,39,0
26,907,21,39,0
27,905,21,39,0
28,907,23,39,0
29,907,23,39,0
30,907,23,40,0
31,908,21,38,0
32,907,22,39,0
33,907,21,39,0
34,907,23,39,0
35,907,22,39,0
36,906,21,39,0
37,907,23,39,0
38,908,21,40,0
39,907,25,39,0
40,907,21,39,0
41,907,22,38,0
42,907,23,39,0
43,908,23,39,0
44,907,22,39,0
45,907,22,39,0
46,907,21,39,0
47,907,24,39,0
48,907,21,39,0
49,907,21,38,0
50,907,23,39,0
51,907,23,39,0
52,907,21,39,0
53,907,23,39,0
54,907,24,39,0
55,907,21,38,0
56,907,21,38,0
57,906,21,38,0
58,907,21,37,0
59,906,24,38,0
60,906,24,38,0
61,907,24,37,0
62,907,24,38,0
63,906,21,37,0
64,908,21,37,0
65,908,22,38,0
66,908,21,37,0
67,907,21,38,0
68,907,22,38,0
69,907,22,37,0
70,908,22,38,0
71,908,22,37,0
72,907,22,38,0
73,907,22,38,0
74,908,22,38,0
75,908,22,37,0
76,907,22,38,0
77,908,22,37,0
78,906,22,38,0
79,908,22,38,0
80,906,22,37,0
81,906,22,38,0
82,908,22,38,0
83,906,22,37,0
84,906,22,38,0
85,906,22,38,0
86,908,22,38,0
87,908,22,38,0
88,906,22,38,0
89,906,22,37,0
90,906,22,37,0
91,906,22,37,0
92,908,22,37,0
93,906,22,38,0
94,908,22,38,0
95,908,22,37,0
96,906,22,38,0
97,906,22,37,0
98,908,22,37,0
99,908,22,38,0
