round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,900,19,35,0
1,902,22,37,0
2,902,19,35,0
3,900,19,35,0
4,899,19,35,0
5,902,21,36,0
6,900,19,35,0
7,900,21,35,0
8,902,20,36,0
9,902,21,37,0
10,900,21,35,0
11,902,19,35,0
12,900,20,36,0
13,901,20,36,0
14,901,20,35,0
15,902,22,36,0
16,901,19,36,0
17,901,20,35,0
18,901,21,37,0
19,902,21,36,0
20,900,19,35,0
21,901,20,36,0
22,901,21,37,0
23,901,20,36,0
24,900,13,35,0
25,902,20,36,0
26,902,21,36,0
27,902,19,35,0
28,901,19,35,0
29,901,19,35,0
30,901,20,36,0
31,901,19,36,0
32,900,19,35,0
33,901,19,35,0
34,901,19,36,0
35,902,21,36,0
36,901,20,36,0
37,901,20,35,0
38,902,21,37,0
39,902,20,36,0
40,902,21,36,0
41,900,21,35,0
42,901,20,36,0
43,901,21,36,0
44,901,21,36,0
45,902,20,37,0
46,901,21,37,0
47,902,19,36,0
48,902,20,36,0
49,902,19,36,0
50,901,19,35,0
51,901,19,36,0
52,901,20,36,0
53,901,20,36,0
54,900,20,35,0
55,901,19,35,0
56,900,20,35,0
57,900,20,35,0
58,901,19,35,0
59,900,19,35,0
60,900,19,35,0
61,900,19,35,0
62,901,19,36,0
63,900,19,36,0
64,901,19,35,0
65,901,19,35,0
66,900,19,35,0
67,901,19,35,0
68,901,21,36,0
69,900,19,36,0
70,901,19,35,0
71,901,19,36,0
72,901,20,36,0
73,901,19,35,0
74,901,20,36,0
75,901,20,36,0
76,900,19,35,0
77,901,19,36,0
78,900,19,35,0
79,900,19,35,0
80,901,20,36,0
81,900,19,35,0
82,900,19,35,0
83,901,19,36,0
84,901,19,35,0
85,901,19,37,0
86,901,19,35,0
87,901,19,35,0
88,901,20,36,0
89,901,19,35,0
90,901,20,36,0
91,900,19,36,0
92,900,19,35,0
93,901,19,36,0
94,901,19,35,0
95,901,19,35,0
96,900,19,36,0
97,901,20,36,0
98,900,19,35,0
99,900,19,35,0
