round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,931,21,39,0
1,935,22,39,0
2,935,23,39,0
3,931,23,39,0
4,934,22,39,0
5,935,23,39,0
6,934,23,40,0
7,935,23,40,0
8,935,23,39,0
9,934,24,40,0
10,931,23,39,0
11,935,23,40,0
12,934,21,39,0
13,935,23,42,0
14,935,21,39,0
15,931,23,40,0
16,935,24,39,0
17,935,23,42,0
18,935,21,39,0
19,934,23,40,0
20,935,21,42,0
21,931,22,39,0
22,935,23,42,0
23,935,23,42,0
24,935,23,40,0
25,934,23,39,0
26,935,21,40,0
27,931,22,40,0
28,935,23,40,0
29,935,23,39,0
30,934,23,40,0
31,935,21,42,0
32,935,21,40,0
33,931,23,39,0
34,935,23,43,0
35,935,23,40,0
36,934,23,40,0
37,935,23,40,0
38,931,23,39,0
39,935,23,39,0
40,931,23,40,0
41,935,23,39,0
42,935,23,42,0
43,935,22,42,0
44,935,23,39,0
45,935,21,42,0
46,935,21,42,0
47,935,23,39,0
48,935,23,42,0
49,935,22,42,0
50,934,23,39,0
51,934,23,39,0
52,934,23,39,0
53,934,23,39,0
54,934,23,39,0
55,934,23,39,0
56,934,23,39,0
57,934,22,39,0
58,934,22,39,0
59,934,23,39,0
60,934,22,39,0
61,934,23,39,0
62,934,23,39,0
63,934,22,39,0
64,934,22,39,0
65,934,23,39,0
66,931,23,39,0
67,934,23,39,0
68,934,23,39,0
69,934,23,39,0
70,934,23,39,0
71,934,22,39,0
72,934,23,39,0
73,931,23,39,0
74,931,23,39,0
75,934,23,39,0
76,931,23,39,0
77,934,23,39,0
78,931,24,39,0
79,934,23,39,0
80,934,23,39,0
81,934,23,39,0
82,931,23,39,0
83,934,23,39,0
84,934,23,39,0
85,934,23,39,0
86,934,23,39,0
87,934,23,39,0
88,934,23,39,0
89,931,23,39,0
90,934,24,39,0
91,934,23,39,0
92,934,23,39,0
93,934,23,39,0
94,934,23,39,0
95,934,23,39,0
96,931,23,39,0
97,934,23,39,0
98,934,23,39,0
99,934,23,39,0
