round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,929,21,38,0
1,930,22,38,0
2,930,22,38,0
3,930,22,38,0
4,930,22,38,0
5,929,21,38,0
6,929,22,38,0
7,930,21,38,0
8,929,22,38,0
9,930,21,39,0
10,928,22,38,0
11,929,22,39,0
12,930,20,38,0
13,929,22,38,0
14,930,22,39,0
15,929,21,38,0
16,929,21,39,0
17,930,20,38,0
18,929,22,38,0
19,930,21,39,0
20,929,22,39,0
21,930,22,39,0
22,929,22,38,0
23,928,22,38,0
24,930,22,38,0
25,930,22,39,0
26,929,22,40,0
27,930,22,38,0
28,929,22,39,0
29,929,22,38,0
30,930,20,39,0
31,930,22,38,0
32,929,21,38,0
33,930,22,39,0
34,929,22,39,0
35,929,20,39,0
36,930,22,38,0
37,929,21,38,0
38,930,22,38,0
39,928,21,39,0
40,929,22,39,0
41,930,21,38,0
42,929,22,39,0
43,930,21,38,0
44,930,21,38,0
45,929,22,39,0
46,928,22,39,0
47,929,21,38,0
48,930,22,40,0
49,930,20,37,0
50,929,22,38,0
51,929,22,38,0
52,929,21,38,0
53,929,22,38,0
54,929,21,38,0
55,929,21,38,0
56,929,21,38,0
57,929,21,38,0
58,929,22,38,0
59,929,22,38,0
60,929,21,38,0
61,929,21,38,0
62,929,22,38,0
63,929,21,38,0
64,929,22,38,0
65,929,21,38,0
66,929,21,38,0
67,929,22,38,0
68,929,22,38,0
69,929,22,38,0
70,929,21,38,0
71,929,22,38,0
72,929,22,38,0
73,929,22,38,0
74,929,22,38,0
75,929,22,38,0
76,929,22,38,0
77,929,22,38,0
78,929,21,38,0
79,929,21,38,0
80,929,21,38,0
81,929,21,38,0
82,929,21,38,0
83,929,21,38,0
84,929,21,38,0
85,929,21,38,0
86,929,21,38,0
87,929,22,38,0
88,929,22,38,0
89,929,21,38,0
90,929,21,38,0
91,929,21,38,0
92,929,22,38,0
93,929,22,38,0
94,929,21,38,0
95,929,21,38,0
96,929,22,38,0
97,929,22,38,0
98,929,22,38,0
99,929,21,38,0
