round,node,peers,ul_bytes,dl_bytes,busy_ticks,train_ticks,round_duration_ticks,idle_ticks
0,0,8;12,1480944,1480944,97,63,1679,1582
0,1,8;13,2221416,2221416,100,60,1679,1579
0,2,0;6,1974592,1974592,178,140,1679,1501
0,3,6;12,1480944,1480944,176,141,1679,1503
0,4,3;14,493648,493648,132,121,1679,1547
0,5,3;13,493648,493648,134,124,1679,1545
0,6,3;7,1480944,1480944,111,70,1679,1568
0,7,1;6,493648,493648,75,64,1679,1604
0,8,0;1,493648,493648,24,15,1679,1655
0,9,1;11,740472,740472,112,100,1679,1567
0,10,9;14,1234120,1234120,69,44,1679,1610
0,11,1;9,987296,987296,110,83,1679,1569
0,12,0;3,987296,987296,49,13,1679,1630
0,13,1;5,493648,493648,12,2,1679,1667
0,14,4;10,740472,740472,24,1,1679,1655
0,15,0;11,1234120,1234120,422,376,1679,1257
0,16,2;3,740472,740472,172,129,1679,1507
0,17,10;14,493648,493648,153,129,1679,1526
0,18,2;10,493648,493648,423,401,1679,1256
0,19,0;1,493648,493648,118,92,1679,1561
0,20,1;6,493648,493648,363,322,1679,1316
0,21,2;6,493648,493648,530,507,1679,1149
0,22,0;15,493648,493648,576,533,1679,1103
0,23,2;12,493648,493648,439,404,1679,1240
0,24,2;12,493648,493648,599,561,1679,1080
0,25,6;16,493648,493648,1676,1633,1679,3
0,26,1;11,493648,493648,160,134,1679,1519
0,27,3;10,493648,493648,1123,1098,1679,556
0,28,1;15,493648,493648,487,441,1679,1192
0,29,2;15,493648,493648,306,272,1679,1373
1,0,1;10,2221416,2221416,97,63,1679,1582
1,1,0;9,3455536,3455536,100,60,1679,1579
1,2,0;1,2221416,2221416,178,140,1679,1501
1,3,0;1,1234120,1234120,176,141,1679,1503
1,4,1;9,740472,740472,133,121,1679,1546
1,5,1;13,493648,493648,135,124,1679,1544
1,6,2;7,1234120,1234120,111,70,1679,1568
1,7,1;6,493648,493648,75,64,1679,1604
1,8,0;1,493648,493648,24,15,1679,1655
1,9,1;11,987296,987296,112,100,1679,1567
1,10,0;9,1480944,1480944,69,44,1679,1610
1,11,1;9,987296,987296,110,83,1679,1569
1,12,0;3,987296,987296,49,13,1679,1630
1,13,1;5,493648,493648,12,2,1679,1667
1,14,4;10,740472,740472,24,1,1679,1655
1,15,0;11,1234120,1234120,422,376,1679,1257
1,16,2;3,740472,740472,172,129,1679,1507
1,17,10;14,493648,493648,153,129,1679,1526
1,18,2;10,493648,493648,423,401,1679,1256
1,19,0;1,493648,493648,118,92,1679,1561
1,20,1;6,493648,493648,363,322,1679,1316
1,21,2;6,493648,493648,530,507,1679,1149
1,22,0;15,493648,493648,576,533,1679,1103
1,23,2;12,493648,493648,439,404,1679,1240
1,24,2;12,493648,493648,599,561,1679,1080
1,25,6;16,493648,493648,1676,1633,1679,3
1,26,1;11,493648,493648,160,134,1679,1519
1,27,3;10,493648,493648,1123,1098,1679,556
1,28,1;15,493648,493648,487,441,1679,1192
1,29,2;15,493648,493648,306,272,1679,1373
2,0,1;2,2221416,2221416,97,63,1679,1582
2,1,0;8,2961888,2961888,100,60,1679,1579
2,2,0;1,1974592,1974592,178,140,1679,1501
2,3,0;1,1727768,1727768,176,141,1679,1503
2,4,1;14,493648,493648,132,121,1679,1547
2,5,3;13,493648,493648,134,124,1679,1545
2,6,3;7,1234120,1234120,111,70,1679,1568
2,7,1;6,493648,493648,75,64,1679,1604
2,8,0;1,493648,493648,24,15,1679,1655
2,9,10;11,493648,493648,112,100,1679,1567
2,10,0;14,1480944,1480944,69,44,1679,1610
2,11,1;9,987296,987296,110,83,1679,1569
2,12,0;3,987296,987296,49,13,1679,1630
2,13,1;5,493648,493648,12,2,1679,1667
2,14,4;10,740472,740472,24,1,1679,1655
2,15,0;11,1234120,1234120,422,376,1679,1257
