round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,913,28,41,0
1,911,28,41,0
2,910,27,41,0
3,910,27,41,0
4,910,28,42,0
5,910,27,41,0
6,913,26,42,0
7,910,27,42,0
8,913,26,42,0
9,910,27,41,0
10,913,26,42,0
11,911,26,42,0
12,910,26,42,0
13,911,26,41,0
14,913,27,41,0
15,910,26,42,0
16,910,27,42,0
17,910,27,42,0
18,911,26,41,0
19,910,27,42,0
20,911,27,41,0
21,913,26,42,0
22,911,27,41,0
23,913,27,42,0
24,913,27,42,0
25,911,27,41,0
26,910,28,41,0
27,912,27,42,0
28,911,24,42,0
29,911,27,42,0
30,910,26,41,0
31,911,27,42,0
32,910,27,42,0
33,912,26,41,0
34,913,27,42,0
35,910,26,41,0
36,912,27,42,0
37,913,27,42,0
38,913,27,44,0
39,910,26,42,0
40,912,27,42,0
41,915,26,42,0
42,913,27,41,0
43,911,27,42,0
44,910,28,42,0
45,912,26,42,0
46,912,27,42,0
47,911,27,42,0
48,913,27,41,0
49,912,27,42,0
50,911,27,41,0
51,911,26,41,0
52,915,27,45,0
53,913,27,41,0
54,913,27,41,0
55,916,28,41,0
56,913,27,41,0
57,912,27,41,0
58,913,28,41,0
59,916,27,41,0
60,913,27,41,0
61,916,27,41,0
62,916,27,41,0
63,913,28,41,0
64,916,27,41,0
65,913,27,41,0
66,913,28,42,0
67,916,28,42,0
68,912,27,41,0
69,916,28,42,0
70,913,28,42,0
71,913,28,42,0
72,913,28,42,0
73,913,28,41,0
74,913,27,41,0
75,913,28,41,0
76,916,27,41,0
77,913,27,41,0
78,916,27,41,0
79,913,26,41,0
80,916,27,43,0
81,916,28,43,0
82,913,27,41,0
83,916,27,41,0
84,912,27,41,0
85,913,27,41,0
86,913,27,42,0
87,915,27,42,0
88,916,27,42,0
89,913,26,42,0
90,913,27,41,0
91,913,26,41,0
92,913,27,41,0
93,912,27,41,0
94,913,28,41,0
95,910,26,41,0
96,913,26,42,0
97,912,27,42,0
98,913,26,42,0
99,912,27,42,0
