round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,1258,21,40,0
1,1263,22,41,0
2,1263,21,40,0
3,1263,21,41,0
4,1263,20,40,0
5,1263,21,41,0
6,1263,20,40,0
7,1263,21,41,0
8,1263,21,41,0
9,1263,20,40,0
10,1258,21,40,0
11,1263,21,40,0
12,1263,21,41,0
13,1258,21,40,0
14,1263,21,40,0
15,1258,20,40,0
16,1263,20,40,0
17,1258,21,40,0
18,1263,20,41,0
19,1258,21,40,0
20,1263,20,40,0
21,1263,21,40,0
22,1263,20,40,0
23,1258,20,40,0
24,1258,20,40,0
25,1258,20,40,0
26,1263,20,40,0
27,1263,21,40,0
28,1263,20,41,0
29,1263,21,40,0
30,1258,20,40,0
31,1258,20,40,0
32,1263,20,40,0
33,1258,20,40,0
34,1258,21,40,0
35,1258,21,40,0
36,1263,20,40,0
37,1263,20,40,0
38,1263,21,41,0
39,1258,20,40,0
40,1263,20,40,0
41,1263,20,41,0
42,1258,20,40,0
43,1258,20,40,0
44,1258,20,40,0
45,1263,21,41,0
46,1258,21,40,0
47,1263,21,41,0
48,1263,20,40,0
49,1263,20,40,0
50,1258,21,40,0
51,1263,21,40,0
52,1258,20,40,0
53,1258,20,40,0
54,1263,21,41,0
55,1263,20,40,0
56,1263,20,40,0
57,1258,20,40,0
58,1263,21,40,0
59,1258,21,40,0
60,1258,21,40,0
61,1263,20,40,0
62,1258,21,40,0
63,1258,20,40,0
64,1263,20,40,0
65,1258,20,40,0
66,1258,20,40,0
67,1258,21,40,0
68,1263,20,40,0
69,1263,20,41,0
70,1263,21,41,0
71,1258,21,40,0
72,1258,20,40,0
73,1263,21,41,0
74,1263,21,41,0
75,1263,21,41,0
76,1263,20,40,0
77,1263,21,40,0
78,1258,21,40,0
79,1263,20,40,0
80,1263,20,41,0
81,1263,21,40,0
82,1263,21,41,0
83,1258,20,40,0
84,1263,21,41,0
85,1258,20,40,0
86,1258,20,40,0
87,1263,21,40,0
88,1263,21,41,0
89,1263,21,41,0
90,1258,20,40,0
91,1263,21,41,0
92,1263,21,41,0
93,1258,20,40,0
94,1258,20,40,0
95,1263,21,41,0
96,1258,20,40,0
97,1263,21,40,0
98,1263,21,40,0
99,1258,20,40,0
