round,node,idle_ticks,busy_ticks
0,0,802,100
0,1,763,139
0,2,868,34
0,3,829,73
0,4,828,74
0,5,830,72
0,6,855,47
0,7,867,35
0,8,802,100
0,9,814,88
0,10,830,72
0,11,839,63
0,12,767,135
0,13,812,90
0,14,815,87
0,15,477,425
0,16,196,706
0,17,208,694
0,18,234,668
0,19,298,604
0,20,386,516
0,21,281,621
0,22,288,614
0,23,0,902
0,24,487,415
0,25,482,420
0,26,268,634
0,27,297,605
0,28,312,590
0,29,321,581
1,0,803,98
1,1,772,129
1,2,845,56
1,3,826,75
1,4,846,55
1,5,831,70
1,6,829,72
1,7,850,51
1,8,803,98
1,9,835,66
1,10,802,99
1,11,811,90
1,12,790,111
1,13,815,86
1,14,818,83
1,15,473,428
1,16,195,706
1,17,206,695
1,18,234,667
1,19,296,605
1,20,385,516
1,21,280,621
1,22,287,614
1,23,0,901
1,24,485,416
1,25,478,423
1,26,264,637
1,27,296,605
1,28,310,591
1,29,319,582
2,0,801,100
2,1,788,113
2,2,845,56
2,3,803,98
2,4,830,71
2,5,829,72
2,6,829,72
2,7,842,59
2,8,803,98
2,9,823,78
2,10,802,99
2,11,811,90
2,12,766,135
2,13,819,82
2,14,822,79
2,15,476,425
2,16,195,706
2,17,206,695
2,18,234,667
2,19,296,605
2,20,385,516
2,21,280,621
2,22,287,614
2,23,0,901
2,24,486,415
2,25,478,423
2,26,265,636
2,27,296,605
2,28,310,591
2,29,320,581
3,0,802,100
3,1,789,113
3,2,852,50
3,3,804,98
3,4,831,71
3,5,836,66
3,6,830,72
3,7,855,47
3,8,826,76
3,9,814,88
3,10,803,99
3,11,812,90
3,12,777,125
3,13,812,90
3,14,815,87
3,15,475,427
3,16,196,706
3,17,208,694
3,18,235,667
3,19,298,604
3,20,388,514
3,21,281,621
3,22,288,614
3,23,0,902
3,24,486,416
3,25,479,423
3,26,268,634
3,27,297,605
3,28,312,590
3,29,321,581
4,0,801,100
4,1,762,139
4,2,845,56
4,3,813,88
4,4,830,71
4,5,829,72
4,6,829,72
4,7,850,51
4,8,801,100
4,9,823,78
4,10,802,99
4,11,811,90
4,12,792,109
4,13,837,64
4,14,818,83
4,15,475,426
4,16,195,706
4,17,207,694
4,18,235,666
4,19,297,604
4,20,385,516
4,21,280,621
4,22,287,614
4,23,0,901
4,24,486,415
4,25,479,422
4,26,265,636
4,27,296,605
4,28,310,591
4,29,319,582
5,0,802,100
5,1,763,139
5,2,852,50
5,3,814,88
5,4,828,74
5,5,832,70
5,6,840,62
5,7,843,59
5,8,807,95
5,9,837,65
5,10,803,99
5,11,812,90
5,12,769,133
5,13,812,90
5,14,819,83
5,15,474,428
5,16,196,706
5,17,207,695
5,18,234,668
5,19,298,604
5,20,386,516
5,21,281,621
5,22,289,613
5,23,0,902
5,24,486,416
5,25,479,423
5,26,265,637
5,27,297,605
5,28,312,590
5,29,321,581
6,0,801,100
6,1,774,127
6,2,845,56
6,3,827,74
6,4,830,71
6,5,829,72
6,6,829,72
6,7,854,47
6,8,801,100
6,9,813,88
6,10,802,99
6,11,811,90
6,12,766,135
6,13,819,82
6,14,814,87
6,15,476,425
6,16,195,706
6,17,207,694
6,18,235,666
6,19,297,604
6,20,385,516
6,21,280,621
6,22,287,614
6,23,0,901
6,24,485,416
6,25,481,420
6,26,267,634
6,27,296,605
6,28,310,591
6,29,320,581
7,0,821,80
7,1,762,139
7,2,845,56
7,3,801,100
7,4,847,54
7,5,831,70
7,6,853,48
7,7,850,51
7,8,803,98
7,9,824,77
7,10,802,99
7,11,811,90
7,12,791,110
7,13,815,86
7,14,818,83
7,15,474,427
7,16,195,706
7,17,208,693
7,18,235,666
7,19,296,605
7,20,385,516
7,21,280,621
7,22,288,613
7,23,0,901
7,24,486,415
7,25,478,423
7,26,264,637
7,27,296,605
7,28,310,591
7,29,319,582
8,0,802,100
8,1,767,135
8,2,867,35
8,3,830,72
8,4,828,74
8,5,843,59
8,6,830,72
8,7,855,47
8,8,828,74
8,9,814,88
8,10,803,99
8,11,837,65
8,12,767,135
8,13,812,90
8,14,819,83
8,15,476,426
8,16,196,706
8,17,207,695
8,18,234,668
8,19,298,604
8,20,386,516
8,21,281,621
8,22,288,614
8,23,0,902
8,24,486,416
8,25,473,429
8,26,268,634
8,27,297,605
8,28,311,591
8,29,322,580
9,0,802,99
9,1,762,139
9,2,845,56
9,3,813,88
9,4,846,55
9,5,829,72
9,6,835,66
9,7,842,59
9,8,801,100
9,9,823,78
9,10,827,74
9,11,811,90
9,12,776,125
9,13,819,82
9,14,814,87
9,15,473,428
9,16,195,706
9,17,207,694
9,18,235,666
9,19,297,604
9,20,385,516
9,21,280,621
9,22,288,613
9,23,0,901
9,24,485,416
9,25,472,429
9,26,265,636
9,27,296,605
9,28,310,591
9,29,319,582
10,0,823,79
10,1,770,132
10,2,846,56
10,3,802,100
10,4,836,66
10,5,836,66
10,6,830,72
10,7,855,47
10,8,804,98
10,9,835,67
10,10,803,99
10,11,820,82
10,12,767,135
10,13,812,90
10,14,819,83
10,15,475,427
10,16,196,706
10,17,209,693
10,18,234,668
10,19,297,605
10,20,388,514
10,21,281,621
10,22,288,614
10,23,0,902
10,24,486,416
10,25,482,420
10,26,265,637
10,27,297,605
10,28,311,591
10,29,321,581
11,0,801,100
11,1,762,139
11,2,866,35
11,3,827,74
11,4,827,74
11,5,829,72
11,6,852,49
11,7,850,51
11,8,825,76
11,9,813,88
11,10,802,99
11,11,811,90
11,12,768,133
11,13,819,82
11,14,814,87
11,15,476,425
11,16,195,706
11,17,206,695
11,18,234,667
11,19,297,604
11,20,385,516
11,21,280,621
11,22,288,613
11,23,0,901
11,24,485,416
11,25,472,429
11,26,267,634
11,27,296,605
11,28,310,591
11,29,320,581
12,0,802,99
12,1,762,139
12,2,845,56
12,3,801,100
12,4,830,71
12,5,854,47
12,6,829,72
12,7,842,59
12,8,824,77
12,9,834,67
12,10,828,73
12,11,811,90
12,12,778,123
12,13,836,65
12,14,814,87
12,15,475,426
12,16,195,706
12,17,207,694
12,18,235,666
12,19,297,604
12,20,387,514
12,21,280,621
12,22,288,613
12,23,0,901
12,24,486,415
12,25,472,429
12,26,265,636
12,27,296,605
12,28,310,591
12,29,319,582
13,0,802,100
13,1,767,135
13,2,848,54
13,3,814,88
13,4,847,55
13,5,830,72
13,6,840,62
13,7,855,47
13,8,802,100
13,9,826,76
13,10,803,99
13,11,820,82
13,12,767,135
13,13,812,90
13,14,835,67
13,15,474,428
13,16,196,706
13,17,209,693
13,18,235,667
13,19,297,605
13,20,386,516
13,21,281,621
13,22,288,614
13,23,0,902
13,24,486,416
13,25,480,422
13,26,266,636
13,27,297,605
13,28,312,590
13,29,321,581
14,0,801,100
14,1,762,139
14,2,845,56
14,3,811,90
14,4,827,74
14,5,854,47
14,6,829,72
14,7,842,59
14,8,824,77
14,9,835,66
14,10,802,99
14,11,811,90
14,12,768,133
14,13,815,86
14,14,822,79
14,15,475,426
14,16,195,706
14,17,207,694
14,18,233,668
14,19,297,604
14,20,385,516
14,21,281,620
14,22,288,613
14,23,0,901
14,24,485,416
14,25,478,423
14,26,264,637
14,27,296,605
14,28,310,591
14,29,320,581
15,0,804,98
15,1,789,113
15,2,842,60
15,3,802,100
15,4,831,71
15,5,836,66
15,6,853,49
15,7,855,47
15,8,825,77
15,9,814,88
15,10,803,99
15,11,827,75
15,12,767,135
15,13,812,90
15,14,819,83
15,15,474,428
15,16,196,706
15,17,207,695
15,18,235,667
15,19,297,605
15,20,386,516
15,21,281,621
15,22,288,614
15,23,0,902
15,24,487,415
15,25,473,429
15,26,265,637
15,27,296,606
15,28,311,591
15,29,320,582
16,0,801,100
16,1,762,139
16,2,845,56
16,3,811,90
16,4,847,54
16,5,829,72
16,6,842,59
16,7,864,37
16,8,825,76
16,9,823,78
16,10,827,74
16,11,811,90
16,12,768,133
16,13,837,64
16,14,814,87
16,15,476,425
16,16,195,706
16,17,208,693
16,18,235,666
16,19,297,604
16,20,387,514
16,21,280,621
16,22,288,613
16,23,0,901
16,24,485,416
16,25,481,420
16,26,267,634
16,27,296,605
16,28,310,591
16,29,320,581
17,0,804,98
17,1,789,113
17,2,842,60
17,3,829,73
17,4,828,74
17,5,855,47
17,6,853,49
17,7,855,47
17,8,802,100
17,9,826,76
17,10,803,99
17,11,837,65
17,12,767,135
17,13,812,90
17,14,815,87
17,15,474,428
17,16,196,706
17,17,208,694
17,18,235,667
17,19,297,605
17,20,386,516
17,21,281,621
17,22,288,614
17,23,0,902
17,24,486,416
17,25,473,429
17,26,265,637
17,27,296,606
17,28,311,591
17,29,321,581
18,0,803,98
18,1,762,139
18,2,845,56
18,3,801,100
18,4,846,55
18,5,829,72
18,6,829,72
18,7,842,59
18,8,824,77
18,9,813,88
18,10,812,89
18,11,811,90
18,12,768,133
18,13,836,65
18,14,835,66
18,15,475,426
18,16,195,706
18,17,207,694
18,18,234,667
18,19,297,604
18,20,385,516
18,21,280,621
18,22,288,613
18,23,0,901
18,24,485,416
18,25,479,422
18,26,265,636
18,27,296,605
18,28,310,591
18,29,319,582
19,0,802,100
19,1,770,132
19,2,842,60
19,3,804,98
19,4,848,54
19,5,857,45
19,6,840,62
19,7,865,37
19,8,804,98
19,9,826,76
19,10,803,99
19,11,812,90
19,12,767,135
19,13,812,90
19,14,819,83
19,15,476,426
19,16,196,706
19,17,207,695
19,18,234,668
19,19,298,604
19,20,386,516
19,21,281,621
19,22,288,614
19,23,0,902
19,24,487,415
19,25,473,429
19,26,265,637
19,27,296,606
19,28,311,591
19,29,320,582
20,0,803,98
20,1,762,139
20,2,845,56
20,3,801,100
20,4,827,74
20,5,829,72
20,6,854,47
20,7,854,47
20,8,824,77
20,9,823,78
20,10,816,85
20,11,811,90
20,12,768,133
20,13,836,65
20,14,814,87
20,15,474,427
20,16,195,706
20,17,207,694
20,18,234,667
20,19,297,604
20,20,385,516
20,21,280,621
20,22,288,613
20,23,0,901
20,24,485,416
20,25,479,422
20,26,267,634
20,27,296,605
20,28,310,591
20,29,320,581
21,0,801,100
21,1,769,132
21,2,847,54
21,3,801,100
21,4,835,66
21,5,854,47
21,6,829,72
21,7,850,51
21,8,801,100
21,9,813,88
21,10,802,99
21,11,819,82
21,12,766,135
21,13,815,86
21,14,818,83
21,15,473,428
21,16,195,706
21,17,207,694
21,18,235,666
21,19,296,605
21,20,385,516
21,21,280,621
21,22,287,614
21,23,0,901
21,24,486,415
21,25,472,429
