round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,902,20,37,0
1,901,21,36,0
2,901,21,37,0
3,902,21,37,0
4,901,19,36,0
5,902,21,36,0
6,901,21,37,0
7,901,20,36,0
8,902,21,37,0
9,901,21,36,0
10,902,21,37,0
11,901,19,36,0
12,901,21,36,0
13,902,21,37,0
14,901,21,36,0
15,902,21,37,0
16,901,21,36,0
17,902,19,37,0
18,901,21,36,0
19,902,21,37,0
20,901,21,36,0
21,901,19,37,0
22,901,20,36,0
23,902,21,37,0
24,902,20,36,0
25,901,21,37,0
26,902,21,36,0
27,901,21,37,0
28,902,21,37,0
29,901,21,36,0
30,901,21,36,0
31,902,21,36,0
32,901,21,36,0
33,901,21,37,0
34,901,21,37,0
35,902,20,37,0
36,902,21,37,0
37,901,21,36,0
38,901,21,36,0
39,901,21,37,0
40,902,20,37,0
41,902,21,36,0
42,901,21,36,0
43,902,20,37,0
44,902,21,36,0
45,901,21,36,0
46,902,21,37,0
47,901,21,36,0
48,901,21,37,0
49,901,21,36,0
50,902,21,37,0
51,901,21,36,0
52,901,21,36,0
53,901,22,37,0
54,901,21,37,0
55,901,21,37,0
56,901,21,37,0
57,901,21,37,0
58,901,21,36,0
59,901,21,37,0
60,901,21,36,0
61,901,21,37,0
62,901,21,37,0
63,901,20,37,0
64,901,21,37,0
65,901,21,37,0
66,901,20,37,0
67,901,21,37,0
68,901,21,37,0
69,901,21,37,0
70,901,21,37,0
71,901,21,37,0
72,901,20,37,0
73,901,20,37,0
74,901,21,37,0
75,901,21,37,0
76,901,21,37,0
77,901,21,37,0
78,901,21,37,0
79,901,21,37,0
80,901,20,37,0
81,901,21,37,0
82,901,20,37,0
83,901,20,37,0
84,901,20,37,0
85,901,20,37,0
86,901,21,37,0
87,901,20,37,0
88,901,21,37,0
89,901,21,37,0
90,901,21,37,0
91,901,21,36,0
92,901,20,36,0
93,901,20,37,0
94,901,20,36,0
95,901,20,37,0
96,901,21,36,0
97,901,21,36,0
98,901,21,36,0
99,901,20,36,0
