round,node,idle_ticks,busy_ticks
0,0,888,30
0,1,814,104
0,2,877,41
0,3,863,55
0,4,734,184
0,5,809,109
0,6,860,58
0,7,837,81
0,8,848,70
0,9,765,153
0,10,770,148
0,11,816,102
0,12,814,104
0,13,824,94
0,14,822,96
0,15,511,407
0,16,197,721
0,17,392,526
0,18,9,909
0,19,310,608
0,20,292,626
0,21,246,672
0,22,713,205
0,23,301,617
0,24,483,435
0,25,181,737
0,26,786,132
0,27,560,358
0,28,529,389
0,29,486,432
1,0,888,30
1,1,814,104
1,2,877,41
1,3,863,55
1,4,734,184
1,5,806,112
1,6,860,58
1,7,837,81
1,8,848,70
1,9,765,153
1,10,770,148
1,11,816,102
1,12,814,104
1,13,824,94
1,14,822,96
1,15,511,407
1,16,197,721
1,17,392,526
1,18,9,909
1,19,310,608
1,20,292,626
1,21,246,672
1,22,713,205
1,23,301,617
1,24,483,435
1,25,181,737
1,26,786,132
1,27,560,358
1,28,529,389
1,29,486,432
2,0,888,30
2,1,814,104
2,2,877,41
2,3,863,55
2,4,734,184
2,5,806,112
2,6,860,58
2,7,837,81
2,8,848,70
2,9,766,152
2,10,770,148
2,11,816,102
2,12,814,104
2,13,824,94
2,14,822,96
2,15,511,407
2,16,197,721
2,17,392,526
2,18,9,909
2,19,310,608
2,20,292,626
2,21,246,672
2,22,713,205
2,23,301,617
2,24,483,435
2,25,181,737
2,26,786,132
2,27,560,358
2,28,529,389
2,29,486,432
3,0,888,30
3,1,814,104
3,2,877,41
3,3,863,55
3,4,734,184
3,5,809,109
3,6,860,58
3,7,837,81
3,8,848,70
3,9,765,153
3,10,770,148
3,11,816,102
3,12,814,104
3,13,824,94
3,14,822,96
3,15,511,407
3,16,197,721
3,17,392,526
3,18,9,909
3,19,310,608
3,20,292,626
3,21,246,672
3,22,713,205
3,23,301,617
3,24,483,435
3,25,181,737
3,26,786,132
3,27,560,358
3,28,529,389
3,29,486,432
4,0,888,30
4,1,814,104
4,2,877,41
4,3,863,55
4,4,734,184
4,5,809,109
4,6,860,58
4,7,837,81
4,8,848,70
4,9,765,153
4,10,770,148
4,11,816,102
4,12,814,104
4,13,824,94
4,14,822,96
4,15,511,407
4,16,197,721
4,17,392,526
4,18,9,909
4,19,310,608
4,20,292,626
4,21,246,672
4,22,713,205
4,23,301,617
4,24,483,435
4,25,181,737
4,26,786,132
4,27,560,358
4,28,529,389
4,29,486,432
5,0,888,30
5,1,814,104
5,2,877,41
5,3,863,55
5,4,734,184
5,5,806,112
5,6,860,58
5,7,837,81
5,8,848,70
5,9,765,153
5,10,770,148
5,11,816,102
5,12,814,104
5,13,824,94
5,14,822,96
5,15,511,407
5,16,197,721
5,17,392,526
5,18,9,909
5,19,310,608
5,20,292,626
5,21,246,672
5,22,713,205
5,23,301,617
5,24,483,435
5,25,181,737
5,26,786,132
5,27,560,358
5,28,529,389
5,29,486,432
6,0,893,30
6,1,819,104
6,2,882,41
6,3,868,55
6,4,739,184
6,5,811,112
6,6,865,58
6,7,842,81
6,8,853,70
6,9,770,153
6,10,775,148
6,11,821,102
6,12,819,104
6,13,829,94
6,14,827,96
6,15,516,407
6,16,183,740
6,17,397,526
6,18,14,909
6,19,310,613
6,20,297,626
6,21,251,672
6,22,718,205
6,23,306,617
6,24,488,435
6,25,186,737
6,26,791,132
6,27,565,358
6,28,534,389
6,29,491,432
7,0,888,30
7,1,814,104
7,2,877,41
7,3,863,55
7,4,734,184
7,5,809,109
7,6,860,58
7,7,837,81
7,8,848,70
7,9,765,153
7,10,770,148
7,11,816,102
7,12,814,104
7,13,824,94
7,14,822,96
7,15,511,407
7,16,197,721
7,17,392,526
7,18,9,909
7,19,310,608
7,20,292,626
7,21,246,672
7,22,713,205
7,23,301,617
7,24,483,435
7,25,181,737
7,26,786,132
7,27,560,358
7,28,529,389
7,29,486,432
8,0,893,30
8,1,819,104
8,2,882,41
8,3,868,55
8,4,739,184
8,5,811,112
8,6,865,58
8,7,842,81
8,8,853,70
8,9,770,153
8,10,775,148
8,11,821,102
8,12,819,104
8,13,829,94
8,14,827,96
8,15,516,407
8,16,183,740
8,17,397,526
8,18,14,909
8,19,310,613
8,20,297,626
8,21,251,672
8,22,718,205
8,23,306,617
8,24,488,435
8,25,186,737
8,26,791,132
8,27,565,358
8,28,534,389
8,29,491,432
9,0,888,30
9,1,814,104
9,2,877,41
9,3,863,55
9,4,734,184
9,5,806,112
9,6,860,58
9,7,837,81
9,8,848,70
9,9,765,153
9,10,770,148
9,11,816,102
9,12,814,104
9,13,824,94
9,14,822,96
9,15,511,407
9,16,197,721
9,17,392,526
9,18,9,909
9,19,310,608
9,20,292,626
9,21,246,672
9,22,713,205
9,23,301,617
9,24,483,435
9,25,181,737
9,26,786,132
9,27,560,358
9,28,529,389
9,29,486,432
10,0,893,30
10,1,819,104
10,2,882,41
10,3,868,55
10,4,739,184
10,5,814,109
10,6,865,58
10,7,842,81
10,8,853,70
10,9,771,152
10,10,775,148
10,11,821,102
10,12,819,104
10,13,829,94
10,14,827,96
10,15,516,407
10,16,183,740
10,17,397,526
10,18,14,909
10,19,310,613
10,20,297,626
10,21,251,672
10,22,718,205
10,23,306,617
10,24,488,435
10,25,186,737
10,26,791,132
10,27,565,358
10,28,534,389
10,29,491,432
11,0,888,30
11,1,814,104
11,2,877,41
11,3,863,55
11,4,734,184
11,5,806,112
11,6,860,58
11,7,837,81
11,8,848,70
11,9,765,153
11,10,770,148
11,11,816,102
11,12,814,104
11,13,824,94
11,14,822,96
11,15,511,407
11,16,197,721
11,17,392,526
11,18,9,909
11,19,310,608
11,20,292,626
11,21,246,672
11,22,713,205
11,23,301,617
11,24,483,435
11,25,181,737
11,26,786,132
11,27,560,358
11,28,529,389
11,29,486,432
12,0,893,30
12,1,819,104
12,2,882,41
12,3,868,55
12,4,739,184
12,5,814,109
12,6,865,58
12,7,842,81
12,8,853,70
12,9,770,153
12,10,775,148
12,11,821,102
12,12,819,104
12,13,829,94
12,14,827,96
12,15,516,407
12,16,183,740
12,17,397,526
12,18,14,909
12,19,310,613
12,20,297,626
12,21,251,672
12,22,718,205
12,23,306,617
12,24,488,435
12,25,186,737
12,26,791,132
12,27,565,358
12,28,534,389
12,29,491,432
13,0,888,30
13,1,814,104
13,2,877,41
13,3,863,55
13,4,734,184
13,5,806,112
13,6,860,58
13,7,837,81
13,8,848,70
13,9,765,153
13,10,770,148
13,11,816,102
13,12,814,104
13,13,824,94
13,14,822,96
13,15,511,407
13,16,197,721
13,17,392,526
13,18,9,909
13,19,310,608
13,20,292,626
13,21,246,672
13,22,713,205
13,23,301,617
13,24,483,435
13,25,181,737
13,26,786,132
13,27,560,358
13,28,529,389
13,29,486,432
14,0,893,30
14,1,819,104
14,2,882,41
14,3,868,55
14,4,739,184
14,5,811,112
14,6,865,58
14,7,842,81
14,8,853,70
14,9,770,153
14,10,775,148
14,11,821,102
14,12,819,104
14,13,829,94
14,14,827,96
14,15,516,407
14,16,183,740
14,17,397,526
14,18,14,909
14,19,310,613
14,20,297,626
14,21,251,672
14,22,718,205
14,23,306,617
14,24,488,435
14,25,186,737
14,26,791,132
14,27,565,358
14,28,534,389
14,29,491,432
15,0,888,30
15,1,814,104
15,2,877,41
15,3,863,55
15,4,734,184
15,5,806,112
15,6,860,58
15,7,837,81
15,8,848,70
15,9,765,153
15,10,770,148
15,11,816,102
15,12,814,104
15,13,824,94
15,14,822,96
15,15,511,407
15,16,197,721
15,17,392,526
15,18,9,909
15,19,310,608
15,20,292,626
15,21,246,672
15,22,713,205
15,23,301,617
15,24,483,435
15,25,181,737
15,26,786,132
15,27,560,358
15,28,529,389
15,29,486,432
16,0,893,30
16,1,819,104
16,2,882,41
16,3,868,55
16,4,739,184
16,5,814,109
16,6,865,58
16,7,842,81
16,8,853,70
16,9,770,153
16,10,775,148
16,11,821,102
16,12,819,104
16,13,829,94
16,14,827,96
16,15,516,407
16,16,183,740
16,17,397,526
16,18,14,909
16,19,310,613
16,20,297,626
16,21,251,672
16,22,718,205
16,23,306,617
16,24,488,435
16,25,186,737
16,26,791,132
16,27,565,358
16,28,534,389
16,29,491,432
17,0,893,30
17,1,819,104
17,2,882,41
17,3,868,55
17,4,739,184
17,5,814,109
17,6,865,58
17,7,849,74
17,8,853,70
17,9,771,152
17,10,775,148
17,11,821,102
17,12,819,104
17,13,829,94
17,14,827,96
17,15,516,407
17,16,183,740
17,17,397,526
17,18,14,909
17,19,310,613
17,20,297,626
17,21,251,672
17,22,718,205
17,23,306,617
17,24,488,435
17,25,186,737
17,26,791,132
17,27,565,358
17,28,534,389
17,29,491,432
18,0,893,30
18,1,819,104
18,2,882,41
18,3,868,55
18,4,739,184
18,5,814,109
18,6,865,58
18,7,842,81
18,8,853,70
18,9,771,152
18,10,775,148
18,11,821,102
18,12,819,104
18,13,829,94
18,14,827,96
18,15,516,407
18,16,183,740
18,17,397,526
18,18,14,909
18,19,310,613
18,20,297,626
18,21,251,672
18,22,718,205
18,23,306,617
18,24,488,435
18,25,186,737
18,26,791,132
18,27,565,358
18,28,534,389
18,29,491,432
19,0,888,30
19,1,814,104
19,2,877,41
19,3,863,55
19,4,734,184
19,5,809,109
19,6,860,58
19,7,837,81
19,8,848,70
19,9,765,153
19,10,770,148
19,11,816,102
19,12,814,104
19,13,824,94
19,14,822,96
19,15,511,407
19,16,197,721
19,17,392,526
19,18,9,909
19,19,310,608
19,20,292,626
19,21,246,672
19,22,713,205
19,23,301,617
19,24,483,435
19,25,181,737
19,26,786,132
19,27,560,358
19,28,529,389
19,29,486,432
20,0,893,30
20,1,819,104
20,2,882,41
20,3,868,55
20,4,739,184
20,5,811,112
20,6,865,58
20,7,842,81
20,8,853,70
20,9,770,153
20,10,775,148
20,11,821,102
20,12,819,104
20,13,829,94
20,14,827,96
20,15,516,407
20,16,183,740
20,17,397,526
20,18,14,909
20,19,310,613
20,20,297,626
20,21,251,672
20,22,718,205
20,23,306,617
20,24,488,435
20,25,186,737
20,26,791,132
20,27,565,358
20,28,534,389
20,29,491,432
21,0,888,30
21,1,814,104
21,2,877,41
21,3,863,55
21,4,734,184
21,5,806,112
21,6,860,58
21,7,837,81
21,8,848,70
21,9,765,153
21,10,770,148
21,11,816,102
21,12,814,104
21,13,824,94
21,14,822,96
21,15,511,407
21,16,197,721
21,17,392,526
21,18,9,909
21,19,310,608
21,20,292,626
21,21,246,672
21,22,713,205
21,23,301,617
21,24,483,435
21,25,181,737
21,26,786,132
21,27,560,358
21,28,529,389
21,29,486,432
22,0,893,30
22,1,819,104
22,2,882,41
22,3,868,55
22,4,739,184
22,5,811,112
22,6,865,58
22,7,842,81
22,8,853,70
22,9,770,153
22,10,775,148
22,11,821,102
22,12,819,104
22,13,829,94
22,14,827,96
22,15,516,407
22,16,183,740
22,17,397,526
22,18,14,909
22,19,310,613
22,20,297,626
22,21,251,672
22,22,718,205
22,23,306,617
22,24,488,435
22,25,186,737
22,26,791,132
22,27,565,358
22,28,534,389
22,29,491,432
23,0,888,30
23,1,814,104
23,2,877,41
23,3,863,55
23,4,734,184
23,5,809,109
23,6,860,58
23,7,837,81
23,8,848,70
23,9,766,152
23,10,770,148
23,11,816,102
23,12,814,104
23,13,824,94
23,14,822,96
23,15,511,407
23,16,197,721
23,17,392,526
23,18,9,909
23,19,310,608
23,20,292,626
23,21,246,672
23,22,713,205
23,23,301,617
23,24,483,435
23,25,181,737
23,26,786,132
23,27,560,358
23,28,529,389
23,29,486,432
24,0,888,30
24,1,814,104
24,2,877,41
24,3,863,55
24,4,734,184
24,5,806,112
24,6,860,58
24,7,837,81
24,8,848,70
24,9,766,152
24,10,770,148
24,11,816,102
24,12,814,104
24,13,824,94
24,14,822,96
24,15,511,407
24,16,197,721
24,17,392,526
24,18,9,909
24,19,310,608
24,20,292,626
24,21,246,672
24,22,713,205
24,23,301,617
24,24,483,435
24,25,181,737
24,26,786,132
24,27,560,358
24,28,529,389
24,29,486,432
25,0,893,30
25,1,819,104
25,2,882,41
25,3,868,55
25,4,739,184
25,5,814,109
25,6,865,58
25,7,842,81
25,8,853,70
25,9,771,152
25,10,775,148
25,11,821,102
25,12,819,104
25,13,829,94
25,14,827,96
25,15,516,407
25,16,183,740
25,17,397,526
25,18,14,909
25,19,310,613
25,20,297,626
25,21,251,672
25,22,718,205
25,23,306,617
25,24,488,435
25,25,186,737
25,26,791,132
25,27,565,358
25,28,534,389
25,29,491,432
26,0,893,30
26,1,819,104
26,2,882,41
26,3,868,55
26,4,739,184
26,5,814,109
26,6,865,58
26,7,842,81
26,8,853,70
26,9,770,153
26,10,775,148
26,11,821,102
26,12,819,104
26,13,829,94
26,14,827,96
26,15,516,407
26,16,183,740
26,17,397,526
26,18,14,909
26,19,310,613
26,20,297,626
26,21,251,672
26,22,718,205
26,23,306,617
26,24,488,435
26,25,186,737
26,26,791,132
26,27,565,358
26,28,534,389
26,29,491,432
27,0,888,30
27,1,814,104
27,2,877,41
27,3,863,55
27,4,734,184
27,5,809,109
27,6,860,58
27,7,837,81
27,8,848,70
27,9,765,153
27,10,770,148
27,11,816,102
27,12,814,104
27,13,824,94
27,14,822,96
27,15,511,407
27,16,197,721
27,17,392,526
27,18,9,909
27,19,310,608
27,20,292,626
27,21,246,672
27,22,713,205
27,23,301,617
27,24,483,435
27,25,181,737
27,26,786,132
27,27,560,358
27,28,529,389
27,29,486,432
28,0,893,30
28,1,819,104
28,2,882,41
28,3,868,55
28,4,739,184
28,5,811,112
28,6,865,58
28,7,842,81
28,8,853,70
28,9,771,152
28,10,775,148
28,11,821,102
28,12,819,104
28,13,829,94
28,14,827,96
28,15,516,407
28,16,183,740
28,17,397,526
28,18,14,909
28,19,310,613
28,20,297,626
28,21,251,672
28,22,718,205
28,23,306,617
28,24,488,435
28,25,186,737
28,26,791,132
28,27,565,358
28,28,534,389
28,29,491,432
29,0,888,30
29,1,814,104
29,2,877,41
29,3,863,55
29,4,734,184
29,5,806,112
29,6,860,58
29,7,837,81
29,8,848,70
29,9,765,153
29,10,770,148
29,11,816,102
29,12,814,104
29,13,824,94
29,14,822,96
29,15,511,407
29,16,197,721
29,17,392,526
29,18,9,909
29,19,310,608
29,20,292,626
29,21,246,672
29,22,713,205
29,23,301,617
29,24,483,435
29,25,181,737
29,26,786,132
29,27,560,358
29,28,529,389
29,29,486,432
30,0,893,30
30,1,819,104
30,2,882,41
30,3,868,55
30,4,739,184
30,5,814,109
30,6,865,58
30,7,842,81
30,8,853,70
30,9,770,153
30,10,775,148
30,11,821,102
30,12,819,104
30,13,829,94
30,14,827,96
30,15,516,407
30,16,183,740
30,17,397,526
30,18,14,909
30,19,310,613
30,20,297,626
30,21,251,672
30,22,718,205
30,23,306,617
30,24,488,435
30,25,186,737
30,26,791,132
30,27,565,358
30,28,534,389
30,29,491,432
31,0,893,30
31,1,819,104
31,2,882,41
31,3,868,55
31,4,739,184
31,5,814,109
31,6,865,58
31,7,842,81
31,8,853,70
31,9,770,153
31,10,775,148
31,11,821,102
31,12,819,104
31,13,829,94
31,14,827,96
31,15,516,407
31,16,183,740
31,17,397,526
31,18,14,909
31,19,310,613
31,20,297,626
31,21,251,672
31,22,718,205
31,23,306,617
31,24,488,435
31,25,186,737
31,26,791,132
31,27,565,358
31,28,534,389
31,29,491,432
32,0,893,30
32,1,819,104
32,2,882,41
32,3,868,55
32,4,739,184
32,5,811,112
32,6,865,58
32,7,842,81
32,8,853,70
32,9,770,153
32,10,775,148
32,11,821,102
32,12,819,104
32,13,829,94
32,14,827,96
32,15,516,407
32,16,183,740
32,17,397,526
32,18,14,909
32,19,310,613
32,20,297,626
32,21,251,672
32,22,718,205
32,23,306,617
32,24,488,435
32,25,186,737
32,26,791,132
32,27,565,358
32,28,534,389
32,29,491,432
33,0,893,30
33,1,819,104
33,2,882,41
33,3,868,55
33,4,739,184
33,5,811,112
33,6,865,58
33,7,842,81
33,8,853,70
33,9,770,153
33,10,775,148
33,11,821,102
33,12,819,104
33,13,829,94
33,14,827,96
33,15,516,407
33,16,183,740
33,17,397,526
33,18,14,909
33,19,310,613
33,20,297,626
33,21,251,672
33,22,718,205
33,23,306,617
33,24,488,435
33,25,186,737
33,26,791,132
33,27,565,358
33,28,534,389
33,29,491,432
34,0,893,30
34,1,819,104
34,2,882,41
