round,round_duration_ticks,p50_delay_ticks,p95_delay_ticks,dropouts
0,921,24,43,0
1,921,24,43,0
2,921,24,43,0
3,921,24,43,0
4,921,24,43,0
5,921,24,43,0
6,921,24,43,0
7,921,24,43,0
8,921,24,43,0
9,921,24,43,0
10,921,24,43,0
11,921,24,43,0
12,921,24,43,0
13,921,24,43,0
14,921,24,43,0
15,921,24,43,0
16,921,24,43,0
17,921,24,43,0
18,921,24,43,0
19,921,24,43,0
20,921,24,43,0
21,921,24,43,0
22,921,24,43,0
23,921,24,43,0
24,921,24,43,0
25,921,24,43,0
26,921,24,43,0
27,921,24,43,0
28,921,24,43,0
29,921,24,43,0
30,921,24,43,0
31,921,24,43,0
32,921,24,43,0
33,921,24,43,0
34,921,24,43,0
35,921,24,43,0
36,921,24,43,0
37,921,24,43,0
38,921,24,43,0
39,921,24,43,0
40,921,24,43,0
41,921,24,43,0
42,921,24,43,0
43,921,24,43,0
44,921,24,43,0
45,921,24,43,0
46,921,24,43,0
47,921,24,43,0
48,921,24,43,0
49,921,24,43,0
50,921,24,43,0
51,921,24,43,0
52,921,24,43,0
53,921,24,43,0
54,921,24,43,0
55,921,24,43,0
56,921,24,43,0
57,921,24,43,0
58,921,24,43,0
59,921,24,43,0
60,921,24,43,0
61,921,24,43,0
62,921,24,43,0
63,921,24,43,0
64,921,24,43,0
65,921,24,43,0
66,921,24,43,0
67,921,24,43,0
68,921,24,43,0
69,921,24,43,0
70,921,24,43,0
71,921,24,43,0
72,921,24,43,0
73,921,24,43,0
74,921,24,43,0
75,921,24,43,0
76,921,24,43,0
77,921,24,43,0
78,921,24,43,0
79,921,24,43,0
80,921,24,43,0
81,921,24,43,0
82,921,24,43,0
83,921,24,43,0
84,921,24,43,0
85,921,24,43,0
86,921,24,43,0
87,921,24,43,0
88,921,24,43,0
89,921,24,43,0
90,921,24,43,0
91,921,24,43,0
92,921,24,43,0
93,921,24,43,0
94,921,24,43,0
95,921,24,43,0
96,921,24,43,0
97,921,24,43,0
98,921,24,43,0
99,921,24,43,0
