round,node,peers,ul_bytes,dl_bytes,busy_ticks,train_ticks,round_duration_ticks,idle_ticks
0,0,1;29,493648,493648,110,83,915,805
0,1,0;2,493648,493648,60,46,915,855
0,2,1;3,493648,493648,113,102,915,802
0,3,2;4,493648,493648,42,29,915,873
0,4,3;5,493648,493648,64,51,915,851
0,5,4;6,493648,493648,59,47,915,856
0,6,5;7,493648,493648,36,25,915,879
0,7,6;8,493648,493648,59,48,915,856
0,8,7;9,493648,493648,52,41,915,863
0,9,8;10,493648,493648,52,43,915,863
0,10,9;11,493648,493648,64,53,915,851
0,11,10;12,493648,493648,98,87,915,817
0,12,11;13,493648,493648,56,44,915,859
0,13,12;14,493648,493648,66,54,915,849
0,14,13;15,493648,493648,138,110,915,777
0,15,14;16,493648,493648,617,568,915,298
0,16,15;17,493648,493648,483,434,915,432
0,17,16;18,493648,493648,675,629,915,240
0,18,17;19,493648,493648,573,526,915,342
0,19,18;20,493648,493648,531,484,915,384
0,20,19;21,493648,493648,454,413,915,461
0,21,20;22,493648,493648,629,584,915,286
0,22,21;23,493648,493648,879,833,915,36
0,23,22;24,493648,493648,513,467,915,402
0,24,23;25,493648,493648,901,866,915,14
0,25,24;26,493648,493648,543,502,915,372
0,26,25;27,493648,493648,570,528,915,345
0,27,26;28,493648,493648,662,620,915,253
0,28,27;29,493648,493648,618,577,915,297
0,29,0;28,493648,493648,459,418,915,456
1,0,1;29,493648,493648,110,83,915,805
1,1,0;2,493648,493648,60,46,915,855
1,2,1;3,493648,493648,113,102,915,802
1,3,2;4,493648,493648,42,29,915,873
1,4,3;5,493648,493648,64,51,915,851
1,5,4;6,493648,493648,59,47,915,856
1,6,5;7,493648,493648,36,25,915,879
1,7,6;8,493648,493648,59,48,915,856
1,8,7;9,493648,493648,52,41,915,863
1,9,8;10,493648,493648,52,43,915,863
1,10,9;11,493648,493648,64,53,915,851
1,11,10;12,493648,493648,98,87,915,817
1,12,11;13,493648,493648,56,44,915,859
1,13,12;14,493648,493648,66,54,915,849
1,14,13;15,493648,493648,138,110,915,777
1,15,14;16,493648,493648,617,568,915,298
1,16,15;17,493648,493648,483,434,915,432
1,17,16;18,493648,493648,675,629,915,240
1,18,17;19,493648,493648,573,526,915,342
1,19,18;20,493648,493648,531,484,915,384
1,20,19;21,493648,493648,454,413,915,461
1,21,20;22,493648,493648,629,584,915,286
1,22,21;23,493648,493648,879,833,915,36
1,23,22;24,493648,493648,513,467,915,402
1,24,23;25,493648,493648,901,866,915,14
1,25,24;26,493648,493648,543,502,915,372
1,26,25;27,493648,493648,570,528,915,345
1,27,26;28,493648,493648,662,620,915,253
1,28,27;29,493648,493648,618,577,915,297
1,29,0;28,493648,493648,459,418,915,456
2,0,1;29,493648,493648,110,83,915,805
2,1,0;2,493648,493648,60,46,915,855
2,2,1;3,493648,493648,113,102,915,802
2,3,2;4,493648,493648,42,29,915,873
2,4,3;5,493648,493648,64,51,915,851
2,5,4;6,493648,493648,59,47,915,856
2,6,5;7,493648,493648,36,25,915,879
2,7,6;8,493648,493648,59,48,915,856
2,8,7;9,493648,493648,52,41,915,863
2,9,8;10,493648,493648,52,43,915,863
2,10,9;11,493648,493648,64,53,915,851
2,11,10;12,493648,493648,98,87,915,817
2,12,11;13,493648,493648,56,44,915,859
2,13,12;14,493648,493648,66,54,915,849
2,14,13;15,493648,493648,138,110,915,777
2,15,14;16,493648,493648,617,568,915,298
