round,src,dst,bytes,delay_ticks,src_mj,dst_mj,failed
0,0,1,246824,14,7979.166548,7979.166548,0
0,1,0,246824,14,7979.166548,7979.166548,0
0,0,29,246824,27,7979.166548,7979.166548,0
0,29,0,246824,27,7979.166548,7979.166548,0
0,1,2,246824,11,7979.166548,7979.166548,0
0,2,1,246824,11,7979.166548,7979.166548,0
0,2,3,246824,10,7979.166548,7979.166548,0
0,3,2,246824,10,7979.166548,7979.166548,0
0,3,4,246824,13,7979.166548,7979.166548,0
0,4,3,246824,13,7979.166548,7979.166548,0
0,4,5,246824,12,7979.166548,7979.166548,0
0,5,4,246824,12,7979.166548,7979.166548,0
0,5,6,246824,11,7979.166548,7979.166548,0
0,6,5,246824,11,7979.166548,7979.166548,0
0,6,7,246824,11,7979.166548,7979.166548,0
0,7,6,246824,11,7979.166548,7979.166548,0
0,7,8,246824,11,7979.166548,7979.166548,0
0,8,7,246824,11,7979.166548,7979.166548,0
0,8,9,246824,9,7979.166548,7979.166548,0
0,9,8,246824,9,7979.166548,7979.166548,0
0,9,10,246824,9,7979.166548,7979.166548,0
0,10,9,246824,9,7979.166548,7979.166548,0
0,10,11,246824,11,7979.166548,7979.166548,0
0,11,10,246824,11,7979.166548,7979.166548,0
0,11,12,246824,11,7979.166548,7979.166548,0
0,12,11,246824,11,7979.166548,7979.166548,0
0,12,13,246824,12,7979.166548,7979.166548,0
0,13,12,246824,12,7979.166548,7979.166548,0
0,13,14,246824,12,7979.166548,7979.166548,0
0,14,13,246824,12,7979.166548,7979.166548,0
0,14,15,246824,28,7979.166548,7979.166548,0
0,15,14,246824,28,7979.166548,7979.166548,0
0,15,16,246824,49,7979.166548,7979.166548,0
0,16,15,246824,49,7979.166548,7979.166548,0
0,16,17,246824,46,7979.166548,7979.166548,0
0,17,16,246824,46,7979.166548,7979.166548,0
0,17,18,246824,44,7979.166548,7979.166548,0
0,18,17,246824,44,7979.166548,7979.166548,0
0,18,19,246824,47,7979.166548,7979.166548,0
0,19,18,246824,47,7979.166548,7979.166548,0
0,19,20,246824,34,7979.166548,7979.166548,0
0,20,19,246824,34,7979.166548,7979.166548,0
0,20,21,246824,41,7979.166548,7979.166548,0
0,21,20,246824,41,7979.166548,7979.166548,0
0,21,22,246824,45,7979.166548,7979.166548,0
0,22,21,246824,45,7979.166548,7979.166548,0
0,22,23,246824,46,7979.166548,7979.166548,0
0,23,22,246824,46,7979.166548,7979.166548,0
0,23,24,246824,35,7979.166548,7979.166548,0
0,24,23,246824,35,7979.166548,7979.166548,0
0,24,25,246824,34,7979.166548,7979.166548,0
0,25,24,246824,34,7979.166548,7979.166548,0
0,25,26,246824,41,7979.166548,7979.166548,0
0,26,25,246824,41,7979.166548,7979.166548,0
0,26,27,246824,42,7979.166548,7979.166548,0
0,27,26,246824,42,7979.166548,7979.166548,0
0,27,28,246824,35,7979.166548,7979.166548,0
0,28,27,246824,35,7979.166548,7979.166548,0
0,28,29,246824,41,7979.166548,7979.166548,0
0,29,28,246824,41,7979.166548,7979.166548,0
1,0,1,246824,14,7979.166548,7979.166548,0
1,1,0,246824,14,7979.166548,7979.166548,0
1,0,29,246824,27,7979.166548,7979.166548,0
1,29,0,246824,27,7979.166548,7979.166548,0
1,1,2,246824,11,7979.166548,7979.166548,0
1,2,1,246824,11,7979.166548,7979.166548,0
1,2,3,246824,10,7979.166548,7979.166548,0
1,3,2,246824,10,7979.166548,7979.166548,0
1,3,4,246824,13,7979.166548,7979.166548,0
1,4,3,246824,13,7979.166548,7979.166548,0
1,4,5,246824,12,7979.166548,7979.166548,0
1,5,4,246824,12,7979.166548,7979.166548,0
1,5,6,246824,11,7979.166548,7979.166548,0
1,6,5,246824,11,7979.166548,7979.166548,0
1,6,7,246824,11,7979.166548,7979.166548,0
1,7,6,246824,11,7979.166548,7979.166548,0
1,7,8,246824,11,7979.166548,7979.166548,0
1,8,7,246824,11,7979.166548,7979.166548,0
1,8,9,246824,9,7979.166548,7979.166548,0
1,9,8,246824,9,7979.166548,7979.166548,0
1,9,10,246824,9,7979.166548,7979.166548,0
1,10,9,246824,9,7979.166548,7979.166548,0
1,10,11,246824,11,7979.166548,7979.166548,0
1,11,10,246824,11,7979.166548,7979.166548,0
1,11,12,246824,11,7979.166548,7979.166548,0
1,12,11,246824,11,7979.166548,7979.166548,0
1,12,13,246824,12,7979.166548,7979.166548,0
1,13,12,246824,12,7979.166548,7979.166548,0
1,13,14,246824,12,7979.166548,7979.166548,0
1,14,13,246824,12,7979.166548,7979.166548,0
1,14,15,246824,28,7979.166548,7979.166548,0
1,15,14,246824,28,7979.166548,7979.166548,0
1,15,16,246824,49,7979.166548,7979.166548,0
1,16,15,246824,49,7979.166548,7979.166548,0
1,16,17,246824,46,7979.166548,7979.166548,0
1,17,16,246824,46,7979.166548,7979.166548,0
1,17,18,246824,44,7979.166548,7979.166548,0
