round,node,idle_ticks,busy_ticks
0,0,810,96
0,1,771,135
0,2,846,60
0,3,832,74
0,4,851,55
0,5,842,64
0,6,838,68
0,7,849,57
0,8,829,77
0,9,839,67
0,10,832,74
0,11,823,83
0,12,773,133
0,13,828,78
0,14,827,79
0,15,478,428
0,16,191,715
0,17,211,695
0,18,232,674
0,19,284,622
0,20,391,515
0,21,279,627
0,22,287,619
0,23,1,905
0,24,472,434
0,25,471,435
0,26,262,644
0,27,300,606
0,28,315,591
0,29,325,581
1,0,814,94
1,1,773,135
1,2,848,60
1,3,815,93
1,4,853,55
1,5,844,64
1,6,840,68
1,7,851,57
1,8,833,75
1,9,841,67
1,10,833,75
1,11,844,64
1,12,775,133
1,13,843,65
1,14,831,77
1,15,480,428
1,16,197,711
1,17,208,700
1,18,233,675
1,19,298,610
1,20,385,523
1,21,273,635
1,22,291,617
1,23,0,908
1,24,474,434
1,25,473,435
1,26,269,639
1,27,302,606
1,28,317,591
1,29,326,582
2,0,812,96
2,1,773,135
2,2,856,52
2,3,815,93
2,4,853,55
2,5,844,64
2,6,840,68
2,7,851,57
2,8,831,77
2,9,841,67
2,10,834,74
2,11,833,75
2,12,775,133
2,13,843,65
2,14,829,79
2,15,480,428
2,16,197,711
2,17,213,695
2,18,233,675
2,19,286,622
2,20,385,523
2,21,273,635
2,22,289,619
2,23,0,908
2,24,474,434
2,25,473,435
2,26,271,637
2,27,302,606
2,28,317,591
2,29,326,582
3,0,811,94
3,1,774,131
3,2,853,52
3,3,812,93
3,4,850,55
3,5,841,64
3,6,837,68
3,7,848,57
3,8,829,76
3,9,838,67
3,10,830,75
3,11,830,75
3,12,772,133
3,13,827,78
3,14,828,77
3,15,477,428
3,16,190,715
3,17,205,700
3,18,236,669
3,19,295,610
3,20,390,515
3,21,284,621
3,22,288,617
3,23,0,905
3,24,471,434
3,25,470,435
3,26,261,644
3,27,299,606
3,28,314,591
3,29,323,582
4,0,813,93
4,1,771,135
4,2,846,60
4,3,831,75
4,4,852,54
4,5,842,64
4,6,838,68
4,7,849,57
4,8,831,75
4,9,839,67
4,10,833,73
4,11,823,83
4,12,795,111
4,13,828,78
4,14,827,79
4,15,478,428
4,16,191,715
4,17,207,699
4,18,234,672
4,19,284,622
4,20,391,515
4,21,285,621
4,22,287,619
4,23,1,905
4,24,472,434
4,25,471,435
4,26,262,644
4,27,300,606
4,28,315,591
4,29,324,582
5,0,813,96
5,1,778,131
5,2,857,52
5,3,816,93
5,4,854,55
5,5,845,64
5,6,841,68
5,7,852,57
5,8,832,77
5,9,843,66
5,10,834,75
5,11,845,64
5,12,776,133
5,13,844,65
5,14,830,79
5,15,481,428
5,16,198,711
5,17,209,700
5,18,234,675
5,19,303,606
5,20,378,531
5,21,274,635
5,22,287,622
5,23,1,908
5,24,475,434
5,25,474,435
5,26,268,641
5,27,303,606
5,28,318,591
5,29,317,592
6,0,815,94
6,1,774,135
6,2,849,60
6,3,834,75
6,4,854,55
6,5,845,64
6,6,841,68
6,7,852,57
6,8,833,76
6,9,842,67
6,10,836,73
6,11,826,83
6,12,776,133
6,13,844,65
6,14,830,79
6,15,481,428
6,16,194,715
6,17,209,700
6,18,240,669
6,19,303,606
6,20,378,531
6,21,274,635
6,22,287,622
6,23,1,908
6,24,487,422
6,25,474,435
6,26,265,644
6,27,303,606
6,28,318,591
6,29,327,582
7,0,816,93
7,1,774,135
7,2,849,60
7,3,834,75
7,4,854,55
7,5,845,64
7,6,841,68
7,7,852,57
7,8,833,76
7,9,842,67
7,10,834,75
7,11,826,83
7,12,798,111
7,13,831,78
7,14,842,67
7,15,481,428
7,16,198,711
7,17,210,699
7,18,235,674
7,19,295,614
7,20,378,531
7,21,274,635
7,22,287,622
7,23,1,908
7,24,475,434
7,25,476,433
7,26,270,639
7,27,303,606
7,28,318,591
7,29,327,582
8,0,812,93
8,1,776,129
8,2,853,52
8,3,812,93
8,4,850,55
